|2002_naics|2002_naics_title|sic|sic_title_and_note|filename|end|start
314|311999.0|All Other Miscellaneous Food Manufacturing|2015.0|Poultry Slaughtering and Processing (egg processing)|2002_NAICS_to_1987_SIC.xls|1987|2002
315|311999.0|All Other Miscellaneous Food Manufacturing|2032.0|Canned Specialties (canned puddings)|2002_NAICS_to_1987_SIC.xls|1987|2002
316|311999.0|All Other Miscellaneous Food Manufacturing|2034.0|Dried and Dehydrated Fruits, Vegetables, and Soup Mixes (soup mixes made from purchased dehydrated ingredients)|2002_NAICS_to_1987_SIC.xls|1987|2002
317|311999.0|All Other Miscellaneous Food Manufacturing|2087.0|Flavoring Extracts and Flavoring Syrups, NEC (powered drink mix)|2002_NAICS_to_1987_SIC.xls|1987|2002
318|311999.0|All Other Miscellaneous Food Manufacturing|2099.0|Food Preparations, NEC (except bouillon, marshmallow creme, spices, peanut butter, perishable prepared foods, tortillas, tea and tea extracts, dry dip mix, prepared dips, dry salad dressing mix, seasoning mix, dried potatoes, pasta, and rice mixed with other ingredients in mills or dehydrating plants, reducing maple sap to maple syrup, wool grease, and vinegar)|2002_NAICS_to_1987_SIC.xls|1987|2002
319|312111.0|Soft Drink Manufacturing|2086.0|Bottled and Canned Soft Drinks and Carbonated Water (except bottled water)|2002_NAICS_to_1987_SIC.xls|1987|2002
320|312112.0|Bottled Water Manufacturing|2086.0|Bottled and Canned Soft Drinks and Carbonated Water (bottled water)|2002_NAICS_to_1987_SIC.xls|1987|2002
321|312112.0|Bottled Water Manufacturing|5149.0|Groceries and Related Products, NEC (processed bottled water manufacturing) |2002_NAICS_to_1987_SIC.xls|1987|2002
322|312113.0|Ice Manufacturing|2097.0|Manufactured Ice|2002_NAICS_to_1987_SIC.xls|1987|2002
323|312120.0|Breweries|2082.0|Malt Beverages (except malt extract)|2002_NAICS_to_1987_SIC.xls|1987|2002
324|312130.0|Wineries|2084.0|Wines, Brandy, and Brandy Spirits|2002_NAICS_to_1987_SIC.xls|1987|2002
325|312130.0|Wineries|2085.0|Distilled and Blended Liquors (apple jack)|2002_NAICS_to_1987_SIC.xls|1987|2002
326|312140.0|Distilleries|2085.0|Distilled and Blended Liquors (except apple jack)|2002_NAICS_to_1987_SIC.xls|1987|2002
327|312210.0|Tobacco Stemming and Redrying|2141.0|Tobacco Stemming and Redrying (stemming and redrying tobacco)|2002_NAICS_to_1987_SIC.xls|1987|2002
328|312221.0|Cigarette Manufacturing|2111.0|Cigarettes|2002_NAICS_to_1987_SIC.xls|1987|2002
329|312229.0|Other Tobacco Product Manufacturing|2121.0|Cigars|2002_NAICS_to_1987_SIC.xls|1987|2002
330|312229.0|Other Tobacco Product Manufacturing|2131.0|Chewing and Smoking Tobacco and Snuff|2002_NAICS_to_1987_SIC.xls|1987|2002
331|312229.0|Other Tobacco Product Manufacturing|2141.0|Tobacco Stemming and Redrying (reconstituted tobacco)|2002_NAICS_to_1987_SIC.xls|1987|2002
332|312229.0|Other Tobacco Product Manufacturing|7389.0|Business Services, NEC (tobacco sheeting service)|2002_NAICS_to_1987_SIC.xls|1987|2002
333|313111.0|Yarn Spinning Mills|2281.0|Yarn Spinning Mills|2002_NAICS_to_1987_SIC.xls|1987|2002
334|313111.0|Yarn Spinning Mills|2298.0|Cordage and Twine (hemp rope made in spinning mills)|2002_NAICS_to_1987_SIC.xls|1987|2002
335|313111.0|Yarn Spinning Mills|2299.0|Textile Goods, NEC (hemp bags made in spinning mills)|2002_NAICS_to_1987_SIC.xls|1987|2002
336|313111.0|Yarn Spinning Mills|2299.0|Textile Goods, NEC (spinning yarn of flax, hemp, jute, and ramie)|2002_NAICS_to_1987_SIC.xls|1987|2002
337|313112.0|Yarn Texturing, Throwing, and Twisting Mills|2282.0|Yarn Texturizing, Throwing, Twisting and Winding Mills |2002_NAICS_to_1987_SIC.xls|1987|2002
338|313113.0|Thread Mills|2284.0|Thread Mills (except finishing thread without manufacturing thread)|2002_NAICS_to_1987_SIC.xls|1987|2002
339|313113.0|Thread Mills|2299.0|Textile Goods, NEC (manufacturing thread of hemp, linen, and ramie)|2002_NAICS_to_1987_SIC.xls|1987|2002
340|313210.0|Broadwoven Fabric Mills|2211.0|Broadwoven Fabric Mills, Cotton|2002_NAICS_to_1987_SIC.xls|1987|2002
341|313210.0|Broadwoven Fabric Mills|2221.0|Broadwoven Fabric Mills, Manmade Fiber and Silk|2002_NAICS_to_1987_SIC.xls|1987|2002
342|313210.0|Broadwoven Fabric Mills|2231.0|Broadwoven Fabric Mills, Wool (Including Dyeing and Finishing) (except finishing wool fabric without weaving wool fabric)|2002_NAICS_to_1987_SIC.xls|1987|2002
343|313210.0|Broadwoven Fabric Mills|2299.0|Textile Goods, NEC (broadwoven fabrics of jute, linen, hemp, and ramie and hand woven fabrics)|2002_NAICS_to_1987_SIC.xls|1987|2002
344|313221.0|Narrow Fabric Mills|2241.0|Narrow Fabric and Other Smallware Mills: Cotton, Wool, Silk and Manmade Fiber|2002_NAICS_to_1987_SIC.xls|1987|2002
345|313221.0|Narrow Fabric Mills|2299.0|Textile Goods, NEC (narrow woven fabric of jute, linen, hemp, and ramie)|2002_NAICS_to_1987_SIC.xls|1987|2002
346|313222.0|Schiffli Machine Embroidery|2397.0|Schiffli Machine Embroideries|2002_NAICS_to_1987_SIC.xls|1987|2002
347|313230.0|Nonwoven Fabric Mills|2297.0|Nonwoven Fabrics|2002_NAICS_to_1987_SIC.xls|1987|2002
348|313230.0|Nonwoven Fabric Mills|2299.0|Textile Goods, NEC (nonwoven felt)|2002_NAICS_to_1987_SIC.xls|1987|2002
349|313241.0|Weft Knit Fabric Mills|2257.0|Weft Knit Fabric Mills (except finishing without knitting weft fabric)|2002_NAICS_to_1987_SIC.xls|1987|2002
350|313241.0|Weft Knit Fabric Mills|2259.0|Knitting Mills, NEC (knitting weft fabric and fabricating textile products, such as bedspreads, curtains, or towels)|2002_NAICS_to_1987_SIC.xls|1987|2002
351|313249.0|Other Knit Fabric and Lace Mills|2258.0|Lace and Warp Knit Fabric Mills (except finishing lace or warp fabric without knitting lace or warp fabric)|2002_NAICS_to_1987_SIC.xls|1987|2002
352|313249.0|Other Knit Fabric and Lace Mills|2259.0|Knitting Mills, NEC (knitting lace or warp fabric and fabricating textile products, such as bedspreads, curtains, or towels)|2002_NAICS_to_1987_SIC.xls|1987|2002
353|313311.0|Broadwoven Fabric Finishing Mills|2231.0|Broadwoven Fabric Mills, Wool (wool broadwoven fabric finishing without weaving fabric)|2002_NAICS_to_1987_SIC.xls|1987|2002
354|313311.0|Broadwoven Fabric Finishing Mills|2261.0|Finishers of Broadwoven Fabrics of Cotton|2002_NAICS_to_1987_SIC.xls|1987|2002
355|313311.0|Broadwoven Fabric Finishing Mills|2262.0|Finishers of Broadwoven Fabrics of Manmade Fiber and Silk|2002_NAICS_to_1987_SIC.xls|1987|2002
356|313311.0|Broadwoven Fabric Finishing Mills|2269.0|Finishers of Textiles, NEC (linen fabric finishing)|2002_NAICS_to_1987_SIC.xls|1987|2002
357|313311.0|Broadwoven Fabric Finishing Mills|5131.0|Piece Goods, Notions, and Other Dry Goods (broadwoven converters)|2002_NAICS_to_1987_SIC.xls|1987|2002
358|313311.0|Broadwoven Fabric Finishing Mills|7389.0|Business Services, NEC (sponging, shrinking, etc. fabric for tailors and dress makers, batik work)|2002_NAICS_to_1987_SIC.xls|1987|2002
359|313312.0|Textile and Fabric Finishing (except Broadwoven Fabric) Mills|2231.0|Broadwoven Fabric Mills, Wool (wool fabric, except broadwoven, finishing without weaving fabric)|2002_NAICS_to_1987_SIC.xls|1987|2002
360|313312.0|Textile and Fabric Finishing (except Broadwoven Fabric) Mills|2251.0|Women’s Full-Length and Knee-Length Hosiery, Except Socks (dyeing and finishing sheer hosiery without knitting sheer hosiery)|2002_NAICS_to_1987_SIC.xls|1987|2002
361|313312.0|Textile and Fabric Finishing (except Broadwoven Fabric) Mills|2252.0|Hosiery, NEC (dyeing and finishing hosiery , except sheer, without knitting hosiery)|2002_NAICS_to_1987_SIC.xls|1987|2002
362|313312.0|Textile and Fabric Finishing (except Broadwoven Fabric) Mills|2253.0|Knit Outerwear Mills (dyeing and finishing knit outerwear without knitting outerwear)|2002_NAICS_to_1987_SIC.xls|1987|2002
363|313312.0|Textile and Fabric Finishing (except Broadwoven Fabric) Mills|2254.0|Knit Underwear and Nightwear Mills (dyeing and finishing underwear and nightwear without knitting garments)|2002_NAICS_to_1987_SIC.xls|1987|2002
364|313312.0|Textile and Fabric Finishing (except Broadwoven Fabric) Mills|2257.0|Weft Knit Fabric Mills (finishing weft fabric without knitting weft fabric)|2002_NAICS_to_1987_SIC.xls|1987|2002
365|313312.0|Textile and Fabric Finishing (except Broadwoven Fabric) Mills|2258.0|Lace and Warp Knit Fabric Mills (finishing lace or warp fabric without knitting lace or warp fabric)|2002_NAICS_to_1987_SIC.xls|1987|2002
366|313312.0|Textile and Fabric Finishing (except Broadwoven Fabric) Mills|2259.0|Knitting Mills, NEC (dyeing and finishing knit gloves and mittens without knitting gloves or mittens)|2002_NAICS_to_1987_SIC.xls|1987|2002
367|313312.0|Textile and Fabric Finishing (except Broadwoven Fabric) Mills|2269.0|Finishers of Textiles, NEC (except linen fabric finishing)|2002_NAICS_to_1987_SIC.xls|1987|2002
368|313312.0|Textile and Fabric Finishing (except Broadwoven Fabric) Mills|2284.0|Thread Mills (finishing thread without manufacturing thread)|2002_NAICS_to_1987_SIC.xls|1987|2002
369|313312.0|Textile and Fabric Finishing (except Broadwoven Fabric) Mills|2299.0|Textile Goods, NEC (finishing hard fiber thread and yarn without manufacturing thread or yarn)|2002_NAICS_to_1987_SIC.xls|1987|2002
370|313312.0|Textile and Fabric Finishing (except Broadwoven Fabric) Mills|5131.0|Piece Goods, Notions, and Other Dry Goods (piece goods converters, except broadwoven)|2002_NAICS_to_1987_SIC.xls|1987|2002
371|313320.0|Fabric Coating Mills|2295.0|Coated Fabrics, Not Rubberized|2002_NAICS_to_1987_SIC.xls|1987|2002
372|313320.0|Fabric Coating Mills|3069.0|Fabricated Rubber Products, NEC (rubberizing fabric or purchased textile products)|2002_NAICS_to_1987_SIC.xls|1987|2002
373|314110.0|Carpet and Rug Mills|2273.0|Carpets and Rugs|2002_NAICS_to_1987_SIC.xls|1987|2002
374|314121.0|Curtain and Drapery Mills|2391.0|Curtains and Draperies|2002_NAICS_to_1987_SIC.xls|1987|2002
375|314121.0|Curtain and Drapery Mills|5714.0|Drapery, Curtain, and Upholstery Stores (custom drapes)|2002_NAICS_to_1987_SIC.xls|1987|2002
376|314129.0|Other Household Textile Product Mills|2392.0|Housefurnishings, Except Curtains and Draperies (except mops, dust rags, and bags)|2002_NAICS_to_1987_SIC.xls|1987|2002
377|314129.0|Other Household Textile Product Mills|5714.0|Drapery, Curtain, and Upholstery Stores (custom slipcovers)|2002_NAICS_to_1987_SIC.xls|1987|2002
378|314911.0|Textile Bag Mills|2392.0|Housefurnishings, Except Curtains and Draperies (blanket, laundry, and wardrobe bags)|2002_NAICS_to_1987_SIC.xls|1987|2002
379|314911.0|Textile Bag Mills|2393.0|Textile Bags|2002_NAICS_to_1987_SIC.xls|1987|2002
380|314911.0|Textile Bag Mills|3069.0|Fabricated Rubber Products, NEC (bags made from rubberized fabric)|2002_NAICS_to_1987_SIC.xls|1987|2002
381|314912.0|Canvas and Related Product Mills|2394.0|Canvas and Related Products|2002_NAICS_to_1987_SIC.xls|1987|2002
382|314991.0|Rope, Cordage, and Twine Mills|2298.0|Cordage and Twine (except hemp rope made in spinning mills)|2002_NAICS_to_1987_SIC.xls|1987|2002
383|314992.0|Tire Cord and Tire Fabric Mills|2296.0|Tire Cord and Fabrics|2002_NAICS_to_1987_SIC.xls|1987|2002
384|314999.0|All Other Miscellaneous Textile Product Mills|2299.0|Textile Goods, NEC (manufacturing other textile products)|2002_NAICS_to_1987_SIC.xls|1987|2002
385|314999.0|All Other Miscellaneous Textile Product Mills|2392.0|Housefurnishings, Except Curtains and Draperies (dust rags)|2002_NAICS_to_1987_SIC.xls|1987|2002
386|314999.0|All Other Miscellaneous Textile Product Mills|2395.0|Pleating, Decorative and Novelty Stitching, and Tucking for the Trade (except apparel contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
387|314999.0|All Other Miscellaneous Textile Product Mills|2396.0|Automotive Trimmings, Apparel Findings, and Related Products (textile products except automotive and apparel trimmings and findings, printing or embossing on apparel, and contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
388|314999.0|All Other Miscellaneous Textile Product Mills|2399.0|Fabricated Textile Products, NEC (except apparel and accessories, automotive seat belts, seat and tire covers, and contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
389|314999.0|All Other Miscellaneous Textile Product Mills|3569.0|General Industrial Machinery and Equipment, NEC (textile fire hose)|2002_NAICS_to_1987_SIC.xls|1987|2002
390|314999.0|All Other Miscellaneous Textile Product Mills|7389.0|Business Services, NEC (embroidery of advertising on shirts and rug binding for the trade)|2002_NAICS_to_1987_SIC.xls|1987|2002
391|315111.0|Sheer Hosiery Mills|2251.0|Women’s Full-Length and Knee-Length Hosiery, Except Socks (except dyeing and finishing sheer hosiery without knitting sheer hosiery)|2002_NAICS_to_1987_SIC.xls|1987|2002
392|315111.0|Sheer Hosiery Mills|2252.0|Hosiery, NEC (girls’ full length and knee length sheer hosiery)|2002_NAICS_to_1987_SIC.xls|1987|2002
393|315119.0|Other Hosiery and Sock Mills|2252.0|Hosiery, NEC (except girls' full-length and knee-length sheer hosiery and dyeing and finishing hosiery without knitting hosiery)|2002_NAICS_to_1987_SIC.xls|1987|2002
394|315191.0|Outerwear Knitting Mills|2253.0|Knit Outerwear Mills (except bath and lounging robes and dying and finish without knitting garments)|2002_NAICS_to_1987_SIC.xls|1987|2002
395|315191.0|Outerwear Knitting Mills|2259.0|Knitting Mills, NEC (knitting gloves and mittens)|2002_NAICS_to_1987_SIC.xls|1987|2002
396|315192.0|Underwear and Nightwear Knitting Mills|2253.0|Knit Outerwear Mills (knitting bath or lounging robes)|2002_NAICS_to_1987_SIC.xls|1987|2002
397|315192.0|Underwear and Nightwear Knitting Mills|2254.0|Knit Underwear and Nightwear Mills (except dyeing and finishing underwear and nightwear without knitting garments)|2002_NAICS_to_1987_SIC.xls|1987|2002
398|315192.0|Underwear and Nightwear Knitting Mills|2259.0|Knitting Mills, NEC (knitting girdles and allied foundation garments)|2002_NAICS_to_1987_SIC.xls|1987|2002
399|315211.0|Men’s and Boys’ Cut and Sew Apparel Contractors|2311.0|Men’s and Boys’ Suits, Coats, and Overcoats (contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
400|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2321.0|Men’s and Boys’ Shirts, Except Work Shirts (contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
401|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2322.0|Men’s and Boys’ Underwear and Nightwear (contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
402|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2323.0|Men's and Boys' Neckwear (contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
403|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2325.0|Men’s and Boys’ Separate Trousers and Slacks (contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
404|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2326.0|Men’s and Boys’ Work Clothing (contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
405|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2329.0|Men’s and Boys’ Clothing, NEC (contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
406|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2341.0|Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (boys’ contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
407|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2353.0|Hats, Caps, and Millinery (men's and boys' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
408|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2361.0|Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (boys’ contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
409|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2369.0|Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
410|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2371.0|Fur Goods (men's and boys' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
411|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2381.0|Dress and Work Gloves, Except Knit and All-Leather (men's and boys' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
412|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2384.0|Robes and Dressing Gowns (men’s and boys’ contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
413|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2385.0|Waterproof Outerwear (men’s and boys' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
414|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2386.0|Leather and Sheep-Lined Clothing (men's and boys' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
415|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2387.0|Apparel Belts (men's and boys' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
416|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2389.0|Apparel and Accessories, NEC (men's and boys' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
417|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2395.0|Pleating, Decorative and Novelty Stitching, and Tucking for the Trade (men’s and boy’s apparel contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
418|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2396.0|Automotive Trimmings, Apparel Findings, and Related Products (men's and boys' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
419|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|2399.0|Fabricated Textile Products, NEC (men's and boys' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
420|315211.0|Men's and Boys' Cut and Sew Apparel Contractors|3151.0|Leather Gloves and Mittens (men's and boys' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
421|315212.0|Women’s, Girls’, and Infants’ Cut and Sew Apparel Contractors|2331.0|Women’s, Misses’, and Juniors’ Blouses and Shirts (contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
422|315212.0|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|2335.0|Women’s, Misses’, and Juniors’ Dresses (contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
423|315212.0|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|2337.0|Women’s, Misses’, and Juniors’ Suits, Skirts, and Coats (contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
424|315212.0|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|2339.0|Women’s, Misses’, and Juniors’ Outerwear, NEC (contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
425|315212.0|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|2341.0|Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (women's, girls', and infants' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
426|315212.0|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|2342.0|Brassieres, Girdles, and Allied Garments (contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
427|315212.0|Women’s, Girls’, and Infants’ Cut and Sew Apparel Contractors|2353.0|Hats, Caps, and Millinery (women's, girls', and infants' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
428|315212.0|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|2361.0|Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (girls’ and infants’ contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
429|315212.0|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|2369.0|Girls’, Children’s, and Infants’ Outerwear, NEC (girls’ and infants' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
430|315212.0|Women’s, Girls’, and Infants’ Cut and Sew Apparel Contractors|2371.0|Fur Goods (women's, girls', and infants' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
431|315212.0|Women’s, Girls’, and Infants’ Cut and Sew Apparel Contractors|2381.0|Dress and Work Gloves, Except Knit and All-Leather (women's, girls', and infants' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
432|315212.0|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|2384.0|Robes and Dressing Gowns (women’s, girls’, and infants' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
433|315212.0|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|2385.0|Waterproof Outerwear (women’s, girls’, and infants' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
434|315212.0|Women’s, Girls’, and Infants’ Cut and Sew Apparel Contractors|2386.0|Leather and Sheep-Lined Clothing (women's, girls', and infants' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
435|315212.0|Women’s, Girls’, and Infants’ Cut and Sew Apparel Contractors|2387.0|Apparel Belts (women's, girls', and infants' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
436|315212.0|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|2389.0|Apparel and Accessories, NEC (women's, girls', and infants' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
437|315212.0|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|2395.0|Pleating, Decorative and Novelty Stitching, and Tucking for the Trade (women’s, girls’, and infants’ apparel contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
438|315212.0|Women's, Girls', and Infants' Cut and Sew Apparel Contractors|2396.0|Automotive Trimmings, Apparel Findings, and Related Products (women's, girls', and infants' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
439|315212.0|Women’s, Girls’, and Infants’ Cut and Sew Apparel Contractors|2399.0|Fabricated Textile Products, NEC (women's, girls', and infants' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
440|315212.0|Women’s, Girls’, and Infants’ Cut and Sew Apparel Contractors|3151.0|Leather Gloves and Mittens (women's, girls', and infants' contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
441|315221.0|Men’s and Boys’ Cut and Sew Underwear and Nightwear Manufacturing|2322.0|Men’s and Boys’ Underwear and Nightwear (except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
442|315221.0|Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing|2341.0|Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (boys’ except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
443|315221.0|Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing|2369.0|Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ robes except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
444|315221.0|Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing|2384.0|Robes and Dressing Gowns (men’s except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
445|315222.0|Men’s and Boys’ Cut and Sew Suit, Coat and Overcoat Manufacturing |2311.0|Men’s and Boys’ Suits, Coats, and Overcoats (except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
446|315222.0|Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing|2369.0|Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ suits and coats except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
447|315222.0|Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing|2385.0|Waterproof Outerwear (men’s and boys’ water resistant or water repellent tailored overcoats, except  made from rubberized fabric, plastics, etc. and contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
448|315222.0|Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing|5699.0|Miscellaneous Apparel and Accessory Stores (custom tailors)|2002_NAICS_to_1987_SIC.xls|1987|2002
449|315223.0|Men’s and Boys’ Cut and Sew Shirt (except Work Shirt) Manufacturing|2321.0|Men’s and Boys’ Shirts, Except Work Shirts (except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
450|315223.0|Men’s and Boys’ Cut and Sew Shirt (except Work Shirt) Manufacturing|2361.0|Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (boys’ shirts except  contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
451|315223.0|Men’s and Boys’ Cut and Sew Shirt (except Work Shirt) Manufacturing|5699.0|Miscellaneous Apparel and Accessory Stores (custom tailors)|2002_NAICS_to_1987_SIC.xls|1987|2002
452|315224.0|Men’s and Boys’ Cut and Sew Trouser, Slack and Jean Manufacturing |2325.0|Men’s and Boys’ Separate Trousers and Slacks (except  contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
453|315224.0|Men’s and Boys’ Cut and Sew Trouser, Slack and Jean Manufacturing |2369.0|Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ trousers, slacks, and jeans except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
454|315225.0|Men’s and Boys’ Cut and Sew Work Clothing Manufacturing|2326.0|Men’s and Boys’ Work Clothing (except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
455|315228.0|Men’s and Boys’ Cut and Sew Other Outerwear Manufacturing|2329.0|Men’s and Boys’ Clothing, NEC (except team athletic uniforms and contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
456|315228.0|Men’s and Boys’ Cut and Sew Other Outerwear Manufacturing|2369.0|Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ other outerwear except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
457|315228.0|Men’s and Boys’ Cut and Sew Other Outerwear Manufacturing|2385.0|Waterproof Outerwear (men’s and boys’ water resistant or water repellent nontailored outerwear, except made from rubberized fabric, plastics, etc. and contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
458|315231.0|Women’s and Girls’ Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing|2341.0|Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (women and girls’ except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
459|315231.0|Women’s and Girls’ Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing|2342.0|Brassieres, Girdles, and Allied Garments (except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
460|315231.0|Women’s and Girls’ Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing|2369.0|Girls’, Children’s, and Infants’ Outerwear, NEC (girls’ robes except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
461|315231.0|Women’s and Girls’ Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing|2384.0|Robes and Dressing Gowns (women’s except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
462|315231.0|Women’s and Girls’ Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing|2389.0|Apparel and Accessories, NEC (garters and garter belts except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
463|315232.0|Women’s and Girls’ Cut and Sew Blouse and Shirt Manufacturing|2331.0|Women’s, Misses’, and Juniors’ Blouses and Shirts (except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
464|315232.0|Women’s and Girls’ Cut and Sew Blouse and Shirt Manufacturing|2361.0|Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (girls’ blouses and shirts except contractors)|2002_NAICS_to_1987_SIC.xls|1987|2002
