|2002_naics|2002_naics_title|sic|sic_title_and_note|filename|end|start
1141|424430.0|Dairy Product (except Dried or Canned) Merchant Wholesalers|5143.0|Dairy Products, Except Dried or Canned (merchant wholesalers except those selling dairy products via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1142|424440.0|Poultry and Poultry Product Merchant Wholesalers|5144.0|Poultry and Poultry Products (merchant wholesalers except those selling poultry and poultry products via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1143|424450.0|Confectionery Merchant Wholesalers|5145.0|Confectionery (merchant wholesalers except those selling confectionery via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1144|424460.0|Fish and Seafood Merchant Wholesalers|5146.0|Fish and Seafoods (merchant wholesalers except those selling fish and seafoods via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1145|424470.0|Meat and Meat Product Merchant Wholesalers|5147.0|Meats and Meat Products (merchant wholesalers except boxed beef manufacturers and merchant wholesalers selling meats and meat products via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1146|424480.0|Fresh Fruit and Vegetable Merchant Wholesalers|5148.0|Fresh Fruits and Vegetables (merchant wholesalers except those selling fresh fruits and vegetables via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1147|424490.0|Other Grocery and Related Products Merchant Wholesalers|5149.0|Groceries and Related Products, NEC (merchant wholesalers except processed bottled water manufacturing and merchant wholesalers selling groceries and related products via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1148|424510.0|Grain and Field Bean Merchant Wholesalers|5153.0|Grain and Field Beans (merchant wholesalers except those selling grains and field beans via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1149|424520.0|Livestock Merchant Wholesalers|5154.0|Livestock (merchant wholesalers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1150|424590.0|Other Farm Product Raw Material Merchant Wholesalers|5159.0|Farm-Product Raw Materials, NEC (merchant wholesalers except those selling farm product raw materials, nec via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1151|424610.0|Plastics Materials and Basic Forms and Shapes Merchant Wholesalers|5162.0|Plastics Materials and Basic Forms and Shapes (merchant wholesalers except those selling plastics via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1152|424610.0|Plastics Materials and Basic Forms and Shapes Merchant Wholesalers|5199.0|Nondurable Goods, NEC (merchant wholesalers of plastics foam)|2002_NAICS_to_1987_SIC.xls|1987|2002
1153|424690.0|Other Chemical and Allied Products Merchant Wholesalers|5169.0|Chemicals and Allied Products, NEC (merchant wholesalers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1154|424710.0|Petroleum Bulk Stations and Terminals|5171.0|Petroleum Bulk Stations and Terminals (except petroleum sold via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1155|424720.0|Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)|5172.0|Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals (merchant wholesalers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1156|424810.0|Beer and Ale Merchant Wholesalers|5181.0|Beer and Ale (merchant wholesalers except those selling beer and ale via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1157|424820.0|Wine and Distilled Alcoholic Beverage Merchant Wholesalers|5182.0|Wine and Distilled Alcoholic Beverages (merchant wholesalers except those selling wine and distilled beverages via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1158|424910.0|Farm Supplies Merchant Wholesalers|5191.0|Farm Supplies (merchant wholesalers except those selling lawn and garden supplies via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1159|424920.0|Book, Periodical, and Newspaper Merchant Wholesalers|5192.0|Books, Periodicals, and Newspapers (merchant wholesalers except those selling publications via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1160|424930.0|Flower, Nursery Stock, and Florists’ Supplies Merchant Wholesalers|5193.0|Flowers, Nursery Stock, and Florists’ Supplies (merchant wholesalers except those selling nursery stock via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1161|424940.0|Tobacco and Tobacco Product Merchant Wholesalers|5194.0|Tobacco and Tobacco Products (merchant wholesalers except those selling tobacco and tobacco products via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1162|424950.0|Paint, Varnish, and Supplies Merchant Wholesalers|5198.0|Paints, Varnishes, and Supplies (merchant wholesalers) |2002_NAICS_to_1987_SIC.xls|1987|2002
1163|424990.0|Other Miscellaneous Nondurable Goods Merchant Wholesalers|5199.0|Nondurable Goods, NEC (merchant wholesalers except advertising specialties goods distributors, wholesaling footwear cutstock, wholesaling plastics foam, wholesaling industrial yarns and merchant wholesalers selling miscellaneous nondurable goods via the retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1164|425110.0|Business to Business Electronic Markets|5012.0|Automobiles and Other Motor Vehicles (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1165|425110.0|Business to Business Electronic Markets|5013.0|Motor Vehicle Supplies and New Parts (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1166|425110.0|Business to Business Electronic Markets|5014.0|Tires and Tubes (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1167|425110.0|Business to Business Electronic Markets|5015.0|Motor Vehicle Parts, Used (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1168|425110.0|Business to Business Electronic Markets|5021.0|Furniture (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1169|425110.0|Business to Business Electronic Markets|5023.0|Homefurnishings (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1170|425110.0|Business to Business Electronic Markets|5031.0|Lumber, Plywood, Millwork, and Wood Panels (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1171|425110.0|Business to Business Electronic Markets|5032.0|Brick, Stone, and Related Construction Materials  (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1172|425110.0|Business to Business Electronic Markets|5033.0|Roofing, Siding, and Insulation Materials (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1173|425110.0|Business to Business Electronic Markets|5039.0|Construction Materials, NEC (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1174|425110.0|Business to Business Electronic Markets|5043.0|Photographic Equipment and Supplies (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1175|425110.0|Business to Business Electronic Markets|5044.0|Office Equipment (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1176|425110.0|Business to Business Electronic Markets|5045.0|Computers and Computer Peripheral Equipment and Software (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1177|425110.0|Business to Business Electronic Markets|5046.0|Commercial Equipment, NEC (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1178|425110.0|Business to Business Electronic Markets|5047.0|Medical, Dental and Hospital Equipment and Supplies (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1179|425110.0|Business to Business Electronic Markets|5048.0|Ophthalmic Goods (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1180|425110.0|Business to Business Electronic Markets|5049.0|Professional Equipment and Supplies, NEC (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1181|425110.0|Business to Business Electronic Markets|5051.0|Metals Service Centers and Offices (business to business electronic markets) |2002_NAICS_to_1987_SIC.xls|1987|2002
1182|425110.0|Business to Business Electronic Markets|5052.0|Coal and Other Minerals and Ores (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1183|425110.0|Business to Business Electronic Markets|5063.0|Electrical Apparatus and Equipment, Wiring Supplies and Construction Materials (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1184|425110.0|Business to Business Electronic Markets|5064.0|Electrical Appliances, Television and Radio Sets (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1185|425110.0|Business to Business Electronic Markets|5065.0|Electronic Parts and Equipment, NEC (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1186|425110.0|Business to Business Electronic Markets|5072.0|Hardware (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1187|425110.0|Business to Business Electronic Markets|5074.0|Plumbing and Heating Equipment and Supplies (Hydronics) (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1188|425110.0|Business to Business Electronic Markets|5075.0|Warm Air Heating and Air-Conditioning Equipment and Supplies (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1189|425110.0|Business to Business Electronic Markets|5078.0|Refrigeration Equipment and Supplies (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1190|425110.0|Business to Business Electronic Markets|5082.0|Construction and Mining (Except Petroleum) Machinery and Equipment (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1191|425110.0|Business to Business Electronic Markets|5083.0|Farm and Garden Machinery and Equipment (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1192|425110.0|Business to Business Electronic Markets|5084.0|Industrial Machinery and Equipment (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1193|425110.0|Business to Business Electronic Markets|5085.0|Industrial Supplies (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1194|425110.0|Business to Business Electronic Markets|5087.0|Service Establishment Equipment and Supplies (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1195|425110.0|Business to Business Electronic Markets|5088.0|Transportation Equipment and Supplies, Except Motor Vehicles (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1196|425110.0|Business to Business Electronic Markets|5091.0|Sporting and Recreational Goods and Supplies (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1197|425110.0|Business to Business Electronic Markets|5092.0|Toys and Hobby Goods and Supplies (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1198|425110.0|Business to Business Electronic Markets|5093.0|Scrap and Waste Materials (business to business electronic markets) |2002_NAICS_to_1987_SIC.xls|1987|2002
1199|425110.0|Business to Business Electronic Markets|5094.0|Jewelry, Watches, Precious Stones, and Precious Metals (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1200|425110.0|Business to Business Electronic Markets|5099.0|Durable Goods, NEC (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1201|425110.0|Business to Business Electronic Markets|5111.0|Printing and Writing Paper (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1202|425110.0|Business to Business Electronic Markets|5112.0|Stationery and Office Supplies (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1203|425110.0|Business to Business Electronic Markets|5113.0|Industrial and Personal Service Paper (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1204|425110.0|Business to Business Electronic Markets|5122.0|Drugs, Drug Proprietaries, and Druggists’ Sundries (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1205|425110.0|Business to Business Electronic Markets|5131.0|Piece Goods, Notions, and Other Dry Goods (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1206|425110.0|Business to Business Electronic Markets|5136.0|Men’s and Boys’ Clothing and Furnishings (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1207|425110.0|Business to Business Electronic Markets|5137.0|Women’s, Children’s, and Infants’ Clothing and Accessories (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1208|425110.0|Business to Business Electronic Markets|5139.0|Footwear (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1209|425110.0|Business to Business Electronic Markets|5141.0|Groceries, General Line (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1210|425110.0|Business to Business Electronic Markets|5142.0|Packaged Frozen Foods (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1211|425110.0|Business to Business Electronic Markets|5143.0|Dairy Products, Except Dried or Canned (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1212|425110.0|Business to Business Electronic Markets|5144.0|Poultry and Poultry Products (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1213|425110.0|Business to Business Electronic Markets|5145.0|Confectionery (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1214|425110.0|Business to Business Electronic Markets|5146.0|Fish and Seafoods (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1215|425110.0|Business to Business Electronic Markets|5147.0|Meats and Meat Products (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1216|425110.0|Business to Business Electronic Markets|5148.0|Fresh Fruits and Vegetables (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1217|425110.0|Business to Business Electronic Markets|5149.0|Groceries and Related Products, NEC (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1218|425110.0|Business to Business Electronic Markets|5153.0|Grain and Field Beans (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1219|425110.0|Business to Business Electronic Markets|5154.0|Livestock (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1220|425110.0|Business to Business Electronic Markets|5159.0|Farm-Product Raw Materials, NEC (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1221|425110.0|Business to Business Electronic Markets|5162.0|Plastics Materials and Basic Forms and Shapes (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1222|425110.0|Business to Business Electronic Markets|5169.0|Chemicals and Allied Products, NEC (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1223|425110.0|Business to Business Electronic Markets|5172.0|Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1224|425110.0|Business to Business Electronic Markets|5181.0|Beer and Ale (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1225|425110.0|Business to Business Electronic Markets|5182.0|Wine and Distilled Alcoholic Beverages (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1226|425110.0|Business to Business Electronic Markets|5191.0|Farm Supplies (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1227|425110.0|Business to Business Electronic Markets|5192.0|Books, Periodicals, and Newspapers (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1228|425110.0|Business to Business Electronic Markets|5193.0|Flowers, Nursery Stock, and Florists’ Supplies (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1229|425110.0|Business to Business Electronic Markets|5194.0|Tobacco and Tobacco Products (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1230|425110.0|Business to Business Electronic Markets|5198.0|Paints, Varnishes, and Supplies  (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1231|425110.0|Business to Business Electronic Markets|5199.0|Nondurable Goods, NEC (business to business electronic markets)|2002_NAICS_to_1987_SIC.xls|1987|2002
1232|425120.0|Wholesale Trade Agents and Brokers|5012.0|Automobiles and Other Motor Vehicles (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1233|425120.0|Wholesale Trade Agents and Brokers|5013.0|Motor Vehicle Supplies and New Parts (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1234|425120.0|Wholesale Trade Agents and Brokers|5014.0|Tires and Tubes (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1235|425120.0|Wholesale Trade Agents and Brokers|5015.0|Motor Vehicle Parts, Used (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1236|425120.0|Wholesale Trade Agents and Brokers|5021.0|Furniture (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1237|425120.0|Wholesale Trade Agents and Brokers|5023.0|Homefurnishings (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1238|425120.0|Wholesale Trade Agents and Brokers|5031.0|Lumber, Plywood, Millwork, and Wood Panels (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1239|425120.0|Wholesale Trade Agents and Brokers|5032.0|Brick, Stone, and Related Construction Materials  (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1240|425120.0|Wholesale Trade Agents and Brokers|5033.0|Roofing, Siding, and Insulation Materials (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1241|425120.0|Wholesale Trade Agents and Brokers|5039.0|Construction Materials, NEC (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1242|425120.0|Wholesale Trade Agents and Brokers|5043.0|Photographic Equipment and Supplies (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1243|425120.0|Wholesale Trade Agents and Brokers|5044.0|Office Equipment (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1244|425120.0|Wholesale Trade Agents and Brokers|5045.0|Computers and Computer Peripheral Equipment and Software (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1245|425120.0|Wholesale Trade Agents and Brokers|5046.0|Commercial Equipment, NEC (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1246|425120.0|Wholesale Trade Agents and Brokers|5047.0|Medical, Dental and Hospital Equipment and Supplies (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1247|425120.0|Wholesale Trade Agents and Brokers|5048.0|Ophthalmic Goods (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1248|425120.0|Wholesale Trade Agents and Brokers|5049.0|Professional Equipment and Supplies, NEC (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1249|425120.0|Wholesale Trade Agents and Brokers|5051.0|Metals Service Centers and Offices (agents and brokers) |2002_NAICS_to_1987_SIC.xls|1987|2002
1250|425120.0|Wholesale Trade Agents and Brokers|5052.0|Coal and Other Minerals and Ores (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1251|425120.0|Wholesale Trade Agents and Brokers|5063.0|Electrical Apparatus and Equipment, Wiring Supplies and Construction Materials (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1252|425120.0|Wholesale Trade Agents and Brokers|5064.0|Electrical Appliances, Television and Radio Sets (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1253|425120.0|Wholesale Trade Agents and Brokers|5065.0|Electronic Parts and Equipment, NEC (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1254|425120.0|Wholesale Trade Agents and Brokers|5072.0|Hardware (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1255|425120.0|Wholesale Trade Agents and Brokers|5074.0|Plumbing and Heating Equipment and Supplies (Hydronics) (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1256|425120.0|Wholesale Trade Agents and Brokers|5075.0|Warm Air Heating and Air-Conditioning Equipment and Supplies (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1257|425120.0|Wholesale Trade Agents and Brokers|5078.0|Refrigeration Equipment and Supplies (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1258|425120.0|Wholesale Trade Agents and Brokers|5082.0|Construction and Mining (Except Petroleum) Machinery and Equipment (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1259|425120.0|Wholesale Trade Agents and Brokers|5083.0|Farm and Garden Machinery and Equipment (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1260|425120.0|Wholesale Trade Agents and Brokers|5084.0|Industrial Machinery and Equipment (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1261|425120.0|Wholesale Trade Agents and Brokers|5085.0|Industrial Supplies (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1262|425120.0|Wholesale Trade Agents and Brokers|5087.0|Service Establishment Equipment and Supplies (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1263|425120.0|Wholesale Trade Agents and Brokers|5088.0|Transportation Equipment and Supplies, Except Motor Vehicles (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1264|425120.0|Wholesale Trade Agents and Brokers|5091.0|Sporting and Recreational Goods and Supplies (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1265|425120.0|Wholesale Trade Agents and Brokers|5092.0|Toys and Hobby Goods and Supplies (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1266|425120.0|Wholesale Trade Agents and Brokers|5093.0|Scrap and Waste Materials (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1267|425120.0|Wholesale Trade Agents and Brokers|5094.0|Jewelry, Watches, Precious Stones, and Precious Metals (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1268|425120.0|Wholesale Trade Agents and Brokers|5099.0|Durable Goods, NEC (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1269|425120.0|Wholesale Trade Agents and Brokers|5111.0|Printing and Writing Paper (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1270|425120.0|Wholesale Trade Agents and Brokers|5112.0|Stationery and Office Supplies (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1271|425120.0|Wholesale Trade Agents and Brokers|5113.0|Industrial and Personal Service Paper (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1272|425120.0|Wholesale Trade Agents and Brokers|5122.0|Drugs, Drug Proprietaries, and Druggists’ Sundries (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1273|425120.0|Wholesale Trade Agents and Brokers|5131.0|Piece Goods, Notions, and Other Dry Goods (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1274|425120.0|Wholesale Trade Agents and Brokers|5136.0|Men’s and Boys’ Clothing and Furnishings (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1275|425120.0|Wholesale Trade Agents and Brokers|5137.0|Women’s, Children’s, and Infants’ Clothing and Accessories (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1276|425120.0|Wholesale Trade Agents and Brokers|5139.0|Footwear (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1277|425120.0|Wholesale Trade Agents and Brokers|5141.0|Groceries, General Line (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1278|425120.0|Wholesale Trade Agents and Brokers|5142.0|Packaged Frozen Foods (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1279|425120.0|Wholesale Trade Agents and Brokers|5143.0|Dairy Products, Except Dried or Canned (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1280|425120.0|Wholesale Trade Agents and Brokers|5144.0|Poultry and Poultry Products (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1281|425120.0|Wholesale Trade Agents and Brokers|5145.0|Confectionery (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1282|425120.0|Wholesale Trade Agents and Brokers|5146.0|Fish and Seafoods (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1283|425120.0|Wholesale Trade Agents and Brokers|5147.0|Meats and Meat Products (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1284|425120.0|Wholesale Trade Agents and Brokers|5148.0|Fresh Fruits and Vegetables (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1285|425120.0|Wholesale Trade Agents and Brokers|5149.0|Groceries and Related Products, NEC (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1286|425120.0|Wholesale Trade Agents and Brokers|5153.0|Grain and Field Beans (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1287|425120.0|Wholesale Trade Agents and Brokers|5154.0|Livestock (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1288|425120.0|Wholesale Trade Agents and Brokers|5159.0|Farm-Product Raw Materials, NEC (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1289|425120.0|Wholesale Trade Agents and Brokers|5162.0|Plastics Materials and Basic Forms and Shapes (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1290|425120.0|Wholesale Trade Agents and Brokers|5169.0|Chemicals and Allied Products, NEC (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1291|425120.0|Wholesale Trade Agents and Brokers|5172.0|Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1292|425120.0|Wholesale Trade Agents and Brokers|5181.0|Beer and Ale (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1293|425120.0|Wholesale Trade Agents and Brokers|5182.0|Wine and Distilled Alcoholic Beverages (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1294|425120.0|Wholesale Trade Agents and Brokers|5191.0|Farm Supplies (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1295|425120.0|Wholesale Trade Agents and Brokers|5192.0|Books, Periodicals, and Newspapers (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1296|425120.0|Wholesale Trade Agents and Brokers|5193.0|Flowers, Nursery Stock, and Florists’ Supplies (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1297|425120.0|Wholesale Trade Agents and Brokers|5194.0|Tobacco and Tobacco Products (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1298|425120.0|Wholesale Trade Agents and Brokers|5198.0|Paints, Varnishes, and Supplies (agents and brokers) |2002_NAICS_to_1987_SIC.xls|1987|2002
1299|425120.0|Wholesale Trade Agents and Brokers|5199.0|Nondurable Goods, NEC (agents and brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1300|425120.0|Wholesale Trade Agents and Brokers|7389.0|Business Services, NEC (yacht brokers)|2002_NAICS_to_1987_SIC.xls|1987|2002
1301|441110.0|New Car Dealers|5511.0|Motor Vehicle Dealers (New and Used)|2002_NAICS_to_1987_SIC.xls|1987|2002
1302|441120.0|Used Car Dealers|5521.0|Motor Vehicle Dealers (Used Only)|2002_NAICS_to_1987_SIC.xls|1987|2002
1303|441210.0|Recreational Vehicle Dealers|5561.0|Recreational Vehicle Dealers|2002_NAICS_to_1987_SIC.xls|1987|2002
1304|441221.0|Motorcycle Dealers|5571.0|Motorcycle Dealers|2002_NAICS_to_1987_SIC.xls|1987|2002
1305|441222.0|Boat Dealers|5551.0|Boat Dealers |2002_NAICS_to_1987_SIC.xls|1987|2002
1306|441229.0|All Other Motor Vehicle Dealers|5599.0|Automotive Dealers, NEC|2002_NAICS_to_1987_SIC.xls|1987|2002
1307|441310.0|Automotive Parts and Accessories Stores|5013.0|Motor Vehicle Supplies and New Parts (auto parts sold via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1308|441310.0|Automotive Parts and Accessories Stores|5015.0|Motor Vehicle Parts, Used (used auto parts sold via the retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
1309|441310.0|Automotive Parts and Accessories Stores|5531.0|Auto and Home Supply Stores (auto supply stores)|2002_NAICS_to_1987_SIC.xls|1987|2002
1310|441310.0|Automotive Parts and Accessories Stores|5731.0|Radio, Television, and Consumer Electronics Stores (automobile radios)|2002_NAICS_to_1987_SIC.xls|1987|2002
1311|441320.0|Tire Dealers|5014.0|Tires and Tubes (tires and tubes sold via retail method)|2002_NAICS_to_1987_SIC.xls|1987|2002
