filename|year|standard|code|title
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7291|Tax Return Preparation Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7819|Services Allied to Motion Picture Production (talent payment services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8721|Accounting, Auditing, and Bookkeeping Services (payroll services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8721|Accounting, Auditing, and Bookkeeping Services (other accounting services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8712|Architectural Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|781|Landscape Counseling and Planning (except horticultural consulting)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8748|Business Consulting Services, NEC (urban planners and industrial development organizations)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8711|Engineering Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8748|Business Consulting Services, NEC (traffic consultants)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (drafting service) 
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (home and building inspection services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|1081|Metal Mining Services (geophysical surveying and mapping)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|1382|Oil and Gas Field Exploration Services (geophysical surveying and mapping)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|1481|Nonmetallic Minerals Services, Except Fuels (geophysical surveying and mapping)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8713|Surveying Services (geophysical surveying )
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (map making services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8713|Surveying Services (except geophysical surveying)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8734|Testing Laboratories (except veterinary testing laboratories)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (interior design)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (industrial design)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7336|Commercial Art and Graphic Design
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8099|Health and Allied Services, NEC (medical artists)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (fashion, furniture, and other design services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7371|Computer Programming Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7373|Computer Integrated Systems Design
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7379|Computer Related Services, NEC (computer systems consultants)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7376|Computer Facilities Management Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7379|Computer Related Services, NEC (except computer systems consultants and disk conversion services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8742|Management Consulting Services (administrative management and general management consulting)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7361|Employment Agencies (executive placement services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8742|Management Consulting Services (human resources and personnel management consulting)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8999|Services, NEC (actuarial consulting)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8742|Management Consulting Services (marketing consulting)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4731|Arrangement of Transportation of Freight and Cargo (freight rate-auditors and tariff consulting)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8742|Management Consulting Services (manufacturing management, physical distribution, and site location consulting)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8748|Business Consulting Services, NEC (except educational testing and consulting, economic consulting, safety and security, agriculture consulting, environmental consulting firms, urban planning and industrial development organizations)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8999|Services, NEC (environmental consultants)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|781|Landscape Counseling and Planning (horticulture consulting)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7819|Services Allied to Motion Picture Production (motion picture consulting)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8748|Business Consulting Services, NEC (safety, security, agriculture, and economic consultants)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8999|Services, NEC (scientific and related consulting services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|3721|Aircraft (research and development not producing prototypes)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|3724|Aircraft Engines and Engine Parts (research and development not producing prototypes)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|3728|Aircraft Parts and Auxiliary Equipment, NEC (research and development not producing prototypes)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|3761|Guided Missiles and Space Vehicles (research and development not producing prototypes)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|3764|Guided Missile and Space Vehicle Propulsion Units and Propulsion Unit Parts (research and development not producing prototypes)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|3769|Guided Missile and Space Vehicle Parts and Auxiliary Equipment, NEC (research and development not producing prototypes)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8731|Commercial Physical and Biological Research
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8733|Noncommercial Research Organizations (physical, engineering, and life sciences)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8732|Commercial Economic, Sociological, and Educational Research (social sciences and humanities)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8733|Noncommercial Research Organizations (social sciences and humanities)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7311|Advertising Agencies
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8743|Public Relations Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7319|Advertising, NEC (media buying services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7313|Radio, Television, and Publishers’ Advertising Representatives
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7312|Outdoor Advertising Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7319|Advertising, NEC (display advertising, aerial advertising using special purpose aircraft, such as blimps)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7331|Direct Mail Advertising Services (except mailing list compilers)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7319|Advertising, NEC (advertising materials distributor)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (distribution of telephone directories on a fee or contract basis)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|5199|Nondurable Goods, NEC (advertising specialties goods distributors)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7319|Advertising, NEC (except media buying, display advertising, except outdoor; and advertising material distributors)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (sign painting and lettering, showcard painting, mannequin decorating service and other advertising related business services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8732|Commercial Economic, Sociological, and Educational Research (market research and opinion research)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7221|Photographic Studios, Portrait
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7335|Commercial Photography (except using general purpose aircraft for aerial photography and a variety of other services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8099|Health and Allied Services, NEC (medical photography)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (translation and interpretation services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|741|Veterinary Services for Livestock
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|742|Veterinary Services for Animal Specialties
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8734|Testing Laboratories (veterinary testing laboratories)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4499|Water Transportation Services, NEC (marine surveying services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7299|Miscellaneous Personal Services, NEC (consumer credit and debt counseling services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services (appraisers except insurance and real estate, outplacement services, and miscellaneous professional, scientific, and technical services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8999|Services, NEC (weather forecasting services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|6712|Offices of Bank Holding Companies
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|6719|Offices of Holding Companies, NEC
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|Aux|These establishments were included as auxiliaries in the 1987 Standard Industrial Classification
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8741|Management Services (except construction management)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8744|Facilities Support Management Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7299|Miscellaneous Personal Services, NEC (babysitting bureaus)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7361|Employment Agencies (except executive placement services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7819|Services Allied to Motion Picture Production (casting bureaus)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7922|Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (casting agencies and television employment agencies)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7363|Help Supply Services (temporary help services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7363|Help Supply Services (employee leasing services, professional employer organizations)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7338|Secretarial and Court Reporting (secretarial services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (radio transcription services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (telephone answering services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (telemarketing bureaus and telephone soliciting)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (private mail centers and mailbox rental)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7334|Photocopying and Duplicating Services (except quick printing)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (other business service centers, except private mail centers and mailbox rental)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7322|Adjustment and Collection Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (tax collection for federal, state, or local agencies)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7323|Credit Reporting Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (recovery and repossession services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7338|Secretarial and Court Reporting (court reporting services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (business support services except telephone answering, telemarketing bureaus, private mail centers and repossession services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4724|Travel Agencies
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4725|Tour Operators
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (convention and visitors bureaus, tourist information bureaus)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4729|Arrangement of Passenger Transportation, NEC (except arrangement of vanpools and carpools)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (reservation systems for hotels, restaurants, and time-share condominium exchanges)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7922|Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theatrical ticket agencies)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7999|Amusement and Recreation Services, NEC (ticket agencies)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8699|Membership Organizations, NEC (travel motor clubs)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7381|Detective, Guard, and Armored Car Services (detective services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7381|Detective, Guard, and Armored Car Services (guard services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7381|Detective, Guard, and Armored Car Services (armored car services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7382|Security Systems Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7699|Repair Shops and Related Services, NEC (locksmith shops)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4959|Sanitary Services, NEC (mosquito eradication)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7342|Disinfecting and Pest Control Services (exterminating and pest control)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4581|Airports, Flying Fields, and Airport Terminal Services (airplane cleaning and janitorial services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7342|Disinfecting and Pest Control Services (except exterminating and pest control)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7349|Building Cleaning and Maintenance Services, NEC (janitorial services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|782|Lawn and Garden Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|783|Ornamental Shrub and Tree Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7217|Carpet and Upholstery Cleaning
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|1799|Special Trade Contractors, NEC (power washing building exteriors, not associated with construction)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4959|Sanitary Services, NEC (cleaning parking lots and driveways)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7349|Building Cleaning and Maintenance Services, NEC (services to buildings and dwellings, except janitorial services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (swimming pool cleaning and maintenance)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7699|Repair Shops and Related Services, NEC (furnace, duct, gutter, and drain cleaning services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (packaging and labeling services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (convention and trade show services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7299|Miscellaneous Personal Services, NEC (consumer bartering services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7389|Business Services, NEC (other support services except packaging and labeling, convention and trade shows services, convention and visitor bureaus, tourist information bureaus)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4212|Local Trucking Without Storage (solid waste collection without disposal)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4212|Local Trucking Without Storage (hazardous waste collection without disposal)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4212|Local Trucking Without Storage (other waste collection without disposal)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4953|Refuse Systems (hazardous waste treatment and disposal)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4953|Refuse Systems (solid waste landfills)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4953|Refuse Systems (solid waste combustors and incinerators)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4953|Refuse Systems (other nonhazardous waste treatment and disposal)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|1799|Special Trade Contractors, NEC (asbestos abatement and lead paint removal contractors)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4959|Sanitary Services, NEC (remediation services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4953|Refuse Systems (materials recovery facilities)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7359|Equipment Rental and Leasing, NEC (portable toilet rental)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7699|Repair Shops and Related Services, NEC (cesspool and septic tank cleaning)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4959|Sanitary Services, NEC (all but remediation services, malaria control, mosquito eradication, snow plowing, street sweeping, and airport runway vacuuming)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7699|Repair Shops and Related Services, NEC (sewer cleaning and rodding)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8211|Elementary and Secondary Schools
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8222|Junior Colleges and Technical Institutes
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8221|Colleges, Universities, and Professional Schools
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8244|Business and Secretarial Schools
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8243|Data Processing Schools (except computer repair training)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8299|Schools and Educational Services, NEC (professional and management development training)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7231|Beauty Shops (beauty and cosmetology schools)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7241|Barber Shops (barber colleges)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8249|Vocational Schools, NEC (aviation schools, excluding flying instruction)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8299|Schools and Educational Services, NEC (flying instruction)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8249|Vocational Schools, NEC (vocational apprenticeship training)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8243|Data Processing Schools (computer repair training)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8249|Vocational Schools, NEC (except aviation and flight training and apprenticeship training)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8299|Schools and Educational Services, NEC (cooking and modeling schools)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7911|Dance Studios, Schools, and Halls (dance instructors, and professional and other dance schools)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8299|Schools and Educational Services, NEC (art, drama, and music schools)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7999|Amusement and Recreation Services, NEC (baseball, basketball, bowling, gymnastic, judo, karate, parachute, scuba and skin diving, skating, ski, swimming, tennis, and other sports instruction; and sports instructional schools and camps)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8299|Schools and Educational Services, NEC (baton instruction)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8299|Schools and Educational Services, NEC (language schools)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8299|Schools and Educational Services, NEC (exam preparation and tutoring) 
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8299|Schools and Educational Services, NEC (automobile driving instruction)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|7999|Amusement and Recreation Services, NEC (bridge instruction, yoga instruction, and similar nonathletic instruction)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8299|Schools and Educational Services, NEC (except professional and management training, aviation and flight training, fine arts schools, language schools, exam preparation and tutoring, automobile driving schools, and educational support services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8299|Schools and Educational Services NEC (educational support services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8748|Business Consulting Services, NEC (educational test development and evaluation services, educational testing services, and educational consultants)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8011|Offices and Clinics of Doctors of Medicine (except mental health specialists, HMO medical centers, and ambulatory surgical and emergency centers)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8031|Offices and Clinics of Doctors of Osteopathy (except mental health specialists) 
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8011|Offices and Clinics of Doctors of Medicine (mental health specialists)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8031|Offices and Clinics of Doctors of Osteopathy (mental health specialists)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8021|Offices and Clinics of Dentists
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8041|Offices and Clinics of Chiropractors
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8042|Offices and Clinics of Optometrists
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8049|Offices and Clinics of Health Practitioners, NEC (mental health practitioners except physicians)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8049|Offices and Clinics of Health Practitioners, NEC (physical, occupational, recreational and speech therapists, and audiologists)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8043|Offices and Clinics of Podiatrists
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8049|Offices and Clinics of Health Practitioners, NEC (except mental health practitioners, physical, occupational, speech therapists, and audiologists)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8093|Specialty Outpatient Facilities, NEC (respiratory therapy clinics and offices)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8093|Specialty Outpatient Facilities, NEC (family planning centers)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8099|Health and Allied Services, NEC (childbirth preparation)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8093|Specialty Outpatient Facilities, NEC (mental health facilities)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8011|Offices and Clinics of Doctors of Medicine (HMO Medical Centers)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8092|Kidney Dialysis Centers
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8011|Offices and Clinics of Doctors of Medicine (ambulatory surgical and emergency centers)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8093|Specialty Outpatient Facilities, NEC (except family planning centers, mental health centers, and respritory therapy clinics and offices)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8071|Medical Laboratories (except diagnostic imaging centers)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8071|Medical Laboratories (diagnostic imaging centers)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8082|Home Health Care Services
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4119|Local Passenger Transportation, NEC (land ambulance)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|4522|Air Transportation, Nonscheduled (air ambulance)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8099|Health and Allied Services, NEC (blood and organ banks)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8099|Health and Allied Services, NEC (except blood and organ banks, medical artists, medical photography, and childbirth preparation classes)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8062|General Medical and Surgical Hospitals
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8069|Specialty Hospitals, Except Psychiatric (children’s hospitals)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8063|Psychiatric Hospitals
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8069|Specialty Hospitals, Except Psychiatric (substance abuse hospitals)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8069|Specialty Hospitals, Except Psychiatric (except children’s and substance abuse hospitals) 
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8051|Skilled Nursing Care Facilities (except continuing care retirement communities and mental retardation hospitals)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8052|Intermediate Care Facilities (except continuing care retirement communities and mental retardation facilities)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8059|Nursing and Personal Care Facilities, NEC (except continuing care retirement communities, psychiatric convalescent homes with health care, and homes for the mentally retarded with health care)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8051|Skilled Nursing Care Facilities (mental retardation hospitals)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8052|Intermediate Care Facilities (mental retardation facilities)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8059|Nursing and Personal Care Facilities, NEC (homes for the mentally retarded with health care)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8361|Residential Care (homes for the mentally handicapped with incidental health care)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8361|Residential Care (mental health and substance abuse facilities) 
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8051|Skilled Nursing Care Facilities (continuing care retirement communities)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8052|Intermediate Care Facilities (continuing care retirement communities) 
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8059|Nursing and Personal Care Facilities, NEC (continuing care retirement communities)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8361|Residential Care (homes for the elderly)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8361|Residential Care (except mental health and substance abuse facilities, homes for the elderly, and homes for the mentally handicapped with incidental health care)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8322|Individual and Family Social Services (child and youth services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8322|Individual and Family Social Services (services for the elderly and disabled)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8322|Individual and Family Social Services (except services for children, youth, elderly, and disabled; community food assistance services; housing services (except temporary), emergency and relief services, and government parole or probation offices)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8322|Individual and Family Social Services ( community food assistance services)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8322|Individual and Family Social Services (temporary shelter)
2002_NAICS_to_1987_SIC.xls|1987-01-01  0:00:00|sic|8322|Individual and Family Social Services (housing services except temporary shelter)
