|2012_naics_code|2012_naics_title|2007_naics_code|"2007_naics_title
and_specific_piece_of_the_2007_industry_that_is_contained_in_the_2012_industry_"|filename|end|start
873|523991.0|Trust, Fiduciary, and Custody Activities|523991.0|Trust, Fiduciary, and Custody Activities|2012_to_2007_NAICS.xls|2007|2012
874|523999.0|Miscellaneous Financial Investment Activities|523999.0|Miscellaneous Financial Investment Activities|2012_to_2007_NAICS.xls|2007|2012
875|524113.0|Direct Life Insurance Carriers|524113.0|Direct Life Insurance Carriers|2012_to_2007_NAICS.xls|2007|2012
876|524114.0|Direct Health and Medical Insurance Carriers|524114.0|Direct Health and Medical Insurance Carriers|2012_to_2007_NAICS.xls|2007|2012
877|524126.0|Direct Property and Casualty Insurance Carriers|524126.0|Direct Property and Casualty Insurance Carriers|2012_to_2007_NAICS.xls|2007|2012
878|524127.0|Direct Title Insurance Carriers|524127.0|Direct Title Insurance Carriers|2012_to_2007_NAICS.xls|2007|2012
879|524128.0|Other Direct Insurance (except Life, Health, and Medical) Carriers|524128.0|Other Direct Insurance (except Life, Health, and Medical) Carriers|2012_to_2007_NAICS.xls|2007|2012
880|524130.0|Reinsurance Carriers|524130.0|Reinsurance Carriers|2012_to_2007_NAICS.xls|2007|2012
881|524210.0|Insurance Agencies and Brokerages|524210.0|Insurance Agencies and Brokerages|2012_to_2007_NAICS.xls|2007|2012
882|524291.0|Claims Adjusting|524291.0|Claims Adjusting|2012_to_2007_NAICS.xls|2007|2012
883|524292.0|Third Party Administration of Insurance and Pension Funds|524292.0|Third Party Administration of Insurance and Pension Funds|2012_to_2007_NAICS.xls|2007|2012
884|524298.0|All Other Insurance Related Activities|524298.0|All Other Insurance Related Activities|2012_to_2007_NAICS.xls|2007|2012
885|525110.0|Pension Funds|525110.0|Pension Funds|2012_to_2007_NAICS.xls|2007|2012
886|525120.0|Health and Welfare Funds|525120.0|Health and Welfare Funds|2012_to_2007_NAICS.xls|2007|2012
887|525190.0|Other Insurance Funds|525190.0|Other Insurance Funds|2012_to_2007_NAICS.xls|2007|2012
888|525910.0|Open-End Investment Funds|525910.0|Open-End Investment Funds|2012_to_2007_NAICS.xls|2007|2012
889|525920.0|Trusts, Estates, and Agency Accounts|525920.0|Trusts, Estates, and Agency Accounts|2012_to_2007_NAICS.xls|2007|2012
890|525990.0|Other Financial Vehicles|525990.0|Other Financial Vehicles|2012_to_2007_NAICS.xls|2007|2012
891|531110.0|Lessors of Residential Buildings and Dwellings|531110.0|Lessors of Residential Buildings and Dwellings|2012_to_2007_NAICS.xls|2007|2012
892|531120.0|Lessors of Nonresidential Buildings (except Miniwarehouses)|531120.0|Lessors of Nonresidential Buildings (except Miniwarehouses)|2012_to_2007_NAICS.xls|2007|2012
893|531130.0|Lessors of Miniwarehouses and Self-Storage Units|531130.0|Lessors of Miniwarehouses and Self-Storage Units|2012_to_2007_NAICS.xls|2007|2012
894|531190.0|Lessors of Other Real Estate Property|531190.0|Lessors of Other Real Estate Property|2012_to_2007_NAICS.xls|2007|2012
895|531210.0|Offices of Real Estate Agents and Brokers|531210.0|Offices of Real Estate Agents and Brokers|2012_to_2007_NAICS.xls|2007|2012
896|531311.0|Residential Property Managers|531311.0|Residential Property Managers|2012_to_2007_NAICS.xls|2007|2012
897|531312.0|Nonresidential Property Managers|531312.0|Nonresidential Property Managers|2012_to_2007_NAICS.xls|2007|2012
898|531320.0|Offices of Real Estate Appraisers|531320.0|Offices of Real Estate Appraisers|2012_to_2007_NAICS.xls|2007|2012
899|531390.0|Other Activities Related to Real Estate|531390.0|Other Activities Related to Real Estate|2012_to_2007_NAICS.xls|2007|2012
900|532111.0|Passenger Car Rental|532111.0|Passenger Car Rental|2012_to_2007_NAICS.xls|2007|2012
901|532112.0|Passenger Car Leasing|532112.0|Passenger Car Leasing|2012_to_2007_NAICS.xls|2007|2012
902|532120.0|Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing|532120.0|Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing|2012_to_2007_NAICS.xls|2007|2012
903|532210.0|Consumer Electronics and Appliances Rental|532210.0|Consumer Electronics and Appliances Rental|2012_to_2007_NAICS.xls|2007|2012
904|532220.0|Formal Wear and Costume Rental|532220.0|Formal Wear and Costume Rental|2012_to_2007_NAICS.xls|2007|2012
905|532230.0|Video Tape and Disc Rental|532230.0|Video Tape and Disc Rental|2012_to_2007_NAICS.xls|2007|2012
906|532291.0|Home Health Equipment Rental|532291.0|Home Health Equipment Rental|2012_to_2007_NAICS.xls|2007|2012
907|532292.0|Recreational Goods Rental|532292.0|Recreational Goods Rental|2012_to_2007_NAICS.xls|2007|2012
908|532299.0|All Other Consumer Goods Rental|532299.0|All Other Consumer Goods Rental|2012_to_2007_NAICS.xls|2007|2012
909|532310.0|General Rental Centers|532310.0|General Rental Centers|2012_to_2007_NAICS.xls|2007|2012
910|532411.0|Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing|532411.0|Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing|2012_to_2007_NAICS.xls|2007|2012
911|532412.0|Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing|532412.0|Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing|2012_to_2007_NAICS.xls|2007|2012
912|532420.0|Office Machinery and Equipment Rental and Leasing|532420.0|Office Machinery and Equipment Rental and Leasing|2012_to_2007_NAICS.xls|2007|2012
913|532490.0|Other Commercial and Industrial Machinery and Equipment Rental and Leasing|532490.0|Other Commercial and Industrial Machinery and Equipment Rental and Leasing|2012_to_2007_NAICS.xls|2007|2012
914|533110.0|Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)|533110.0|Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)|2012_to_2007_NAICS.xls|2007|2012
915|541110.0|Offices of Lawyers|541110.0|Offices of Lawyers|2012_to_2007_NAICS.xls|2007|2012
916|541120.0|Offices of Notaries|541120.0|Offices of Notaries|2012_to_2007_NAICS.xls|2007|2012
917|541191.0|Title Abstract and Settlement Offices|541191.0|Title Abstract and Settlement Offices|2012_to_2007_NAICS.xls|2007|2012
918|541199.0|All Other Legal Services|541199.0|All Other Legal Services|2012_to_2007_NAICS.xls|2007|2012
919|541211.0|Offices of Certified Public Accountants|541211.0|Offices of Certified Public Accountants|2012_to_2007_NAICS.xls|2007|2012
920|541213.0|Tax Preparation Services|541213.0|Tax Preparation Services|2012_to_2007_NAICS.xls|2007|2012
921|541214.0|Payroll Services|541214.0|Payroll Services|2012_to_2007_NAICS.xls|2007|2012
922|541219.0|Other Accounting Services|541219.0|Other Accounting Services|2012_to_2007_NAICS.xls|2007|2012
923|541310.0|Architectural Services|541310.0|Architectural Services|2012_to_2007_NAICS.xls|2007|2012
924|541320.0|Landscape Architectural Services|541320.0|Landscape Architectural Services|2012_to_2007_NAICS.xls|2007|2012
925|541330.0|Engineering Services|541330.0|Engineering Services|2012_to_2007_NAICS.xls|2007|2012
926|541340.0|Drafting Services|541340.0|Drafting Services|2012_to_2007_NAICS.xls|2007|2012
927|541350.0|Building Inspection Services|541350.0|Building Inspection Services|2012_to_2007_NAICS.xls|2007|2012
928|541360.0|Geophysical Surveying and Mapping Services|541360.0|Geophysical Surveying and Mapping Services|2012_to_2007_NAICS.xls|2007|2012
929|541370.0|Surveying and Mapping (except Geophysical) Services|541370.0|Surveying and Mapping (except Geophysical) Services|2012_to_2007_NAICS.xls|2007|2012
930|541380.0|Testing Laboratories|541380.0|Testing Laboratories|2012_to_2007_NAICS.xls|2007|2012
931|541410.0|Interior Design Services|541410.0|Interior Design Services|2012_to_2007_NAICS.xls|2007|2012
932|541420.0|Industrial Design Services|541420.0|Industrial Design Services|2012_to_2007_NAICS.xls|2007|2012
933|541430.0|Graphic Design Services|541430.0|Graphic Design Services|2012_to_2007_NAICS.xls|2007|2012
934|541490.0|Other Specialized Design Services|541490.0|Other Specialized Design Services|2012_to_2007_NAICS.xls|2007|2012
935|541511.0|Custom Computer Programming Services|541511.0|Custom Computer Programming Services|2012_to_2007_NAICS.xls|2007|2012
936|541512.0|Computer Systems Design Services|541512.0|Computer Systems Design Services|2012_to_2007_NAICS.xls|2007|2012
937|541513.0|Computer Facilities Management Services|541513.0|Computer Facilities Management Services|2012_to_2007_NAICS.xls|2007|2012
938|541519.0|Other Computer Related Services|541519.0|Other Computer Related Services|2012_to_2007_NAICS.xls|2007|2012
939|541611.0|Administrative Management and General Management Consulting Services|541611.0|Administrative Management and General Management Consulting Services|2012_to_2007_NAICS.xls|2007|2012
940|541612.0|Human Resources Consulting Services|541612.0|Human Resources Consulting Services|2012_to_2007_NAICS.xls|2007|2012
941|541613.0|Marketing Consulting Services|541613.0|Marketing Consulting Services|2012_to_2007_NAICS.xls|2007|2012
942|541614.0|Process, Physical Distribution, and Logistics Consulting Services|541614.0|Process, Physical Distribution, and Logistics Consulting Services|2012_to_2007_NAICS.xls|2007|2012
943|541618.0|Other Management Consulting Services|541618.0|Other Management Consulting Services|2012_to_2007_NAICS.xls|2007|2012
944|541620.0|Environmental Consulting Services|541620.0|Environmental Consulting Services|2012_to_2007_NAICS.xls|2007|2012
945|541690.0|Other Scientific and Technical Consulting Services|541690.0|Other Scientific and Technical Consulting Services|2012_to_2007_NAICS.xls|2007|2012
946|541711.0|Research and Development in Biotechnology|541711.0|Research and Development in Biotechnology|2012_to_2007_NAICS.xls|2007|2012
947|541712.0|Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)|541712.0|Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)|2012_to_2007_NAICS.xls|2007|2012
948|541720.0|Research and Development in the Social Sciences and Humanities|541720.0|Research and Development in the Social Sciences and Humanities|2012_to_2007_NAICS.xls|2007|2012
949|541810.0|Advertising Agencies|541810.0|Advertising Agencies|2012_to_2007_NAICS.xls|2007|2012
950|541820.0|Public Relations Agencies|541820.0|Public Relations Agencies|2012_to_2007_NAICS.xls|2007|2012
951|541830.0|Media Buying Agencies|541830.0|Media Buying Agencies|2012_to_2007_NAICS.xls|2007|2012
952|541840.0|Media Representatives|541840.0|Media Representatives|2012_to_2007_NAICS.xls|2007|2012
953|541850.0|Outdoor Advertising|541850.0|Display Advertising|2012_to_2007_NAICS.xls|2007|2012
954|541860.0|Direct Mail Advertising|541860.0|Direct Mail Advertising|2012_to_2007_NAICS.xls|2007|2012
955|541870.0|Advertising Material Distribution Services|541870.0|Advertising Material Distribution Services|2012_to_2007_NAICS.xls|2007|2012
956|541890.0|Other Services Related to Advertising|541890.0|Other Services Related to Advertising|2012_to_2007_NAICS.xls|2007|2012
957|541910.0|Marketing Research and Public Opinion Polling|541910.0|Marketing Research and Public Opinion Polling|2012_to_2007_NAICS.xls|2007|2012
958|541921.0|Photography Studios, Portrait|541921.0|Photography Studios, Portrait|2012_to_2007_NAICS.xls|2007|2012
959|541922.0|Commercial Photography|541922.0|Commercial Photography|2012_to_2007_NAICS.xls|2007|2012
960|541930.0|Translation and Interpretation Services|541930.0|Translation and Interpretation Services|2012_to_2007_NAICS.xls|2007|2012
961|541940.0|Veterinary Services|541940.0|Veterinary Services|2012_to_2007_NAICS.xls|2007|2012
962|541990.0|All Other Professional, Scientific, and Technical Services|541990.0|All Other Professional, Scientific, and Technical Services|2012_to_2007_NAICS.xls|2007|2012
963|551111.0|Offices of Bank Holding Companies|551111.0|Offices of Bank Holding Companies|2012_to_2007_NAICS.xls|2007|2012
964|551112.0|Offices of Other Holding Companies|551112.0|Offices of Other Holding Companies|2012_to_2007_NAICS.xls|2007|2012
965|551114.0|Corporate, Subsidiary, and Regional Managing Offices|551114.0|Corporate, Subsidiary, and Regional Managing Offices|2012_to_2007_NAICS.xls|2007|2012
966|561110.0|Office Administrative Services|561110.0|Office Administrative Services|2012_to_2007_NAICS.xls|2007|2012
967|561210.0|Facilities Support Services|561210.0|Facilities Support Services|2012_to_2007_NAICS.xls|2007|2012
968|561311.0|Employment Placement Agencies|561311.0|Employment Placement Agencies|2012_to_2007_NAICS.xls|2007|2012
969|561312.0|Executive Search Services|561312.0|Executive Search Services|2012_to_2007_NAICS.xls|2007|2012
970|561320.0|Temporary Help Services|561320.0|Temporary Help Services|2012_to_2007_NAICS.xls|2007|2012
971|561330.0|Professional Employer Organizations|561330.0|Professional Employer Organizations|2012_to_2007_NAICS.xls|2007|2012
972|561410.0|Document Preparation Services|561410.0|Document Preparation Services|2012_to_2007_NAICS.xls|2007|2012
973|561421.0|Telephone Answering Services|561421.0|Telephone Answering Services|2012_to_2007_NAICS.xls|2007|2012
974|561422.0|Telemarketing Bureaus and Other Contact Centers|561422.0|Telemarketing Bureaus and Other Contact Centers|2012_to_2007_NAICS.xls|2007|2012
975|561431.0|Private Mail Centers|561431.0|Private Mail Centers|2012_to_2007_NAICS.xls|2007|2012
976|561439.0|Other Business Service Centers (including Copy Shops)|561439.0|Other Business Service Centers (including Copy Shops)|2012_to_2007_NAICS.xls|2007|2012
977|561440.0|Collection Agencies|561440.0|Collection Agencies|2012_to_2007_NAICS.xls|2007|2012
978|561450.0|Credit Bureaus|561450.0|Credit Bureaus|2012_to_2007_NAICS.xls|2007|2012
979|561491.0|Repossession Services|561491.0|Repossession Services|2012_to_2007_NAICS.xls|2007|2012
980|561492.0|Court Reporting and Stenotype Services|561492.0|Court Reporting and Stenotype Services|2012_to_2007_NAICS.xls|2007|2012
981|561499.0|All Other Business Support Services|561499.0|All Other Business Support Services|2012_to_2007_NAICS.xls|2007|2012
982|561510.0|Travel Agencies|561510.0|Travel Agencies|2012_to_2007_NAICS.xls|2007|2012
983|561520.0|Tour Operators|561520.0|Tour Operators|2012_to_2007_NAICS.xls|2007|2012
984|561591.0|Convention and Visitors Bureaus|561591.0|Convention and Visitors Bureaus|2012_to_2007_NAICS.xls|2007|2012
985|561599.0|All Other Travel Arrangement and Reservation Services|561599.0|All Other Travel Arrangement and Reservation Services|2012_to_2007_NAICS.xls|2007|2012
986|561611.0|Investigation Services|561611.0|Investigation Services|2012_to_2007_NAICS.xls|2007|2012
987|561612.0|Security Guards and Patrol Services|561612.0|Security Guards and Patrol Services|2012_to_2007_NAICS.xls|2007|2012
988|561613.0|Armored Car Services|561613.0|Armored Car Services|2012_to_2007_NAICS.xls|2007|2012
989|561621.0|Security Systems Services (except Locksmiths)|561621.0|Security Systems Services (except Locksmiths)|2012_to_2007_NAICS.xls|2007|2012
990|561622.0|Locksmiths|561622.0|Locksmiths|2012_to_2007_NAICS.xls|2007|2012
991|561710.0|Exterminating and Pest Control Services|561710.0|Exterminating and Pest Control Services|2012_to_2007_NAICS.xls|2007|2012
992|561720.0|Janitorial Services|561720.0|Janitorial Services|2012_to_2007_NAICS.xls|2007|2012
993|561730.0|Landscaping Services|561730.0|Landscaping Services|2012_to_2007_NAICS.xls|2007|2012
994|561740.0|Carpet and Upholstery Cleaning Services|561740.0|Carpet and Upholstery Cleaning Services|2012_to_2007_NAICS.xls|2007|2012
995|561790.0|Other Services to Buildings and Dwellings|561790.0|Other Services to Buildings and Dwellings|2012_to_2007_NAICS.xls|2007|2012
996|561910.0|Packaging and Labeling Services|561910.0|Packaging and Labeling Services|2012_to_2007_NAICS.xls|2007|2012
997|561920.0|Convention and Trade Show Organizers|561920.0|Convention and Trade Show Organizers|2012_to_2007_NAICS.xls|2007|2012
998|561990.0|All Other Support Services|561990.0|All Other Support Services|2012_to_2007_NAICS.xls|2007|2012
999|562111.0|Solid Waste Collection|562111.0|Solid Waste Collection|2012_to_2007_NAICS.xls|2007|2012
1000|562112.0|Hazardous Waste Collection|562112.0|Hazardous Waste Collection|2012_to_2007_NAICS.xls|2007|2012
1001|562119.0|Other Waste Collection|562119.0|Other Waste Collection|2012_to_2007_NAICS.xls|2007|2012
1002|562211.0|Hazardous Waste Treatment and Disposal|562211.0|Hazardous Waste Treatment and Disposal|2012_to_2007_NAICS.xls|2007|2012
1003|562212.0|Solid Waste Landfill|562212.0|Solid Waste Landfill|2012_to_2007_NAICS.xls|2007|2012
1004|562213.0|Solid Waste Combustors and Incinerators|562213.0|Solid Waste Combustors and Incinerators|2012_to_2007_NAICS.xls|2007|2012
1005|562219.0|Other Nonhazardous Waste Treatment and Disposal|562219.0|Other Nonhazardous Waste Treatment and Disposal|2012_to_2007_NAICS.xls|2007|2012
1006|562910.0|Remediation Services|562910.0|Remediation Services|2012_to_2007_NAICS.xls|2007|2012
1007|562920.0|Materials Recovery Facilities|562920.0|Materials Recovery Facilities|2012_to_2007_NAICS.xls|2007|2012
1008|562991.0|Septic Tank and Related Services|562991.0|Septic Tank and Related Services|2012_to_2007_NAICS.xls|2007|2012
1009|562998.0|All Other Miscellaneous Waste Management Services|562998.0|All Other Miscellaneous Waste Management Services|2012_to_2007_NAICS.xls|2007|2012
1010|611110.0|Elementary and Secondary Schools|611110.0|Elementary and Secondary Schools|2012_to_2007_NAICS.xls|2007|2012
1011|611210.0|Junior Colleges|611210.0|Junior Colleges|2012_to_2007_NAICS.xls|2007|2012
1012|611310.0|Colleges, Universities, and Professional Schools|611310.0|Colleges, Universities, and Professional Schools|2012_to_2007_NAICS.xls|2007|2012
1013|611410.0|Business and Secretarial Schools|611410.0|Business and Secretarial Schools|2012_to_2007_NAICS.xls|2007|2012
1014|611420.0|Computer Training|611420.0|Computer Training|2012_to_2007_NAICS.xls|2007|2012
1015|611430.0|Professional and Management Development Training|611430.0|Professional and Management Development Training|2012_to_2007_NAICS.xls|2007|2012
1016|611511.0|Cosmetology and Barber Schools|611511.0|Cosmetology and Barber Schools|2012_to_2007_NAICS.xls|2007|2012
1017|611512.0|Flight Training|611512.0|Flight Training|2012_to_2007_NAICS.xls|2007|2012
1018|611513.0|Apprenticeship Training|611513.0|Apprenticeship Training|2012_to_2007_NAICS.xls|2007|2012
1019|611519.0|Other Technical and Trade Schools|611519.0|Other Technical and Trade Schools|2012_to_2007_NAICS.xls|2007|2012
1020|611610.0|Fine Arts Schools|611610.0|Fine Arts Schools|2012_to_2007_NAICS.xls|2007|2012
1021|611620.0|Sports and Recreation Instruction|611620.0|Sports and Recreation Instruction|2012_to_2007_NAICS.xls|2007|2012
1022|611630.0|Language Schools|611630.0|Language Schools|2012_to_2007_NAICS.xls|2007|2012
1023|611691.0|Exam Preparation and Tutoring|611691.0|Exam Preparation and Tutoring|2012_to_2007_NAICS.xls|2007|2012
1024|611692.0|Automobile Driving Schools|611692.0|Automobile Driving Schools|2012_to_2007_NAICS.xls|2007|2012
1025|611699.0|All Other Miscellaneous Schools and Instruction|611699.0|All Other Miscellaneous Schools and Instruction|2012_to_2007_NAICS.xls|2007|2012
1026|611710.0|Educational Support Services|611710.0|Educational Support Services|2012_to_2007_NAICS.xls|2007|2012
1027|621111.0|Offices of Physicians (except Mental Health Specialists)|621111.0|Offices of Physicians (except Mental Health Specialists)|2012_to_2007_NAICS.xls|2007|2012
1028|621112.0|Offices of Physicians, Mental Health Specialists|621112.0|Offices of Physicians, Mental Health Specialists|2012_to_2007_NAICS.xls|2007|2012
1029|621210.0|Offices of Dentists|621210.0|Offices of Dentists|2012_to_2007_NAICS.xls|2007|2012
1030|621310.0|Offices of Chiropractors|621310.0|Offices of Chiropractors|2012_to_2007_NAICS.xls|2007|2012
1031|621320.0|Offices of Optometrists|621320.0|Offices of Optometrists|2012_to_2007_NAICS.xls|2007|2012
1032|621330.0|Offices of Mental Health Practitioners (except Physicians)|621330.0|Offices of Mental Health Practitioners (except Physicians)|2012_to_2007_NAICS.xls|2007|2012
1033|621340.0|Offices of Physical, Occupational and Speech Therapists, and Audiologists|621340.0|Offices of Physical, Occupational and Speech Therapists, and Audiologists|2012_to_2007_NAICS.xls|2007|2012
1034|621391.0|Offices of Podiatrists|621391.0|Offices of Podiatrists|2012_to_2007_NAICS.xls|2007|2012
1035|621399.0|Offices of All Other Miscellaneous Health Practitioners|621399.0|Offices of All Other Miscellaneous Health Practitioners|2012_to_2007_NAICS.xls|2007|2012
1036|621410.0|Family Planning Centers|621410.0|Family Planning Centers|2012_to_2007_NAICS.xls|2007|2012
1037|621420.0|Outpatient Mental Health and Substance Abuse Centers|621420.0|Outpatient Mental Health and Substance Abuse Centers|2012_to_2007_NAICS.xls|2007|2012
1038|621491.0|HMO Medical Centers|621491.0|HMO Medical Centers|2012_to_2007_NAICS.xls|2007|2012
1039|621492.0|Kidney Dialysis Centers|621492.0|Kidney Dialysis Centers|2012_to_2007_NAICS.xls|2007|2012
1040|621493.0|Freestanding Ambulatory Surgical and Emergency Centers|621493.0|Freestanding Ambulatory Surgical and Emergency Centers|2012_to_2007_NAICS.xls|2007|2012
1041|621498.0|All Other Outpatient Care Centers|621498.0|All Other Outpatient Care Centers|2012_to_2007_NAICS.xls|2007|2012
1042|621511.0|Medical Laboratories|621511.0|Medical Laboratories|2012_to_2007_NAICS.xls|2007|2012
1043|621512.0|Diagnostic Imaging Centers|621512.0|Diagnostic Imaging Centers|2012_to_2007_NAICS.xls|2007|2012
1044|621610.0|Home Health Care Services|621610.0|Home Health Care Services|2012_to_2007_NAICS.xls|2007|2012
1045|621910.0|Ambulance Services|621910.0|Ambulance Services|2012_to_2007_NAICS.xls|2007|2012
1046|621991.0|Blood and Organ Banks|621991.0|Blood and Organ Banks|2012_to_2007_NAICS.xls|2007|2012
1047|621999.0|All Other Miscellaneous Ambulatory Health Care Services|621999.0|All Other Miscellaneous Ambulatory Health Care Services|2012_to_2007_NAICS.xls|2007|2012
1048|622110.0|General Medical and Surgical Hospitals|622110.0|General Medical and Surgical Hospitals|2012_to_2007_NAICS.xls|2007|2012
1049|622210.0|Psychiatric and Substance Abuse Hospitals|622210.0|Psychiatric and Substance Abuse Hospitals|2012_to_2007_NAICS.xls|2007|2012
1050|622310.0|Specialty (except Psychiatric and Substance Abuse) Hospitals|622310.0|Specialty (except Psychiatric and Substance Abuse) Hospitals|2012_to_2007_NAICS.xls|2007|2012
1051|623110.0|Nursing Care Facilities (Skilled Nursing Facilities)|623110.0|Nursing Care Facilities|2012_to_2007_NAICS.xls|2007|2012
1052|623210.0|Residential Intellectual and Developmental Disability Facilities|623210.0|Residential Mental Retardation Facilities|2012_to_2007_NAICS.xls|2007|2012
1053|623220.0|Residential Mental Health and Substance Abuse Facilities|623220.0|Residential Mental Health and Substance Abuse Facilities|2012_to_2007_NAICS.xls|2007|2012
1054|623311.0|Continuing Care Retirement Communities|623311.0|Continuing Care Retirement Communities|2012_to_2007_NAICS.xls|2007|2012
1055|623312.0|Assisted Living Facilities for the Elderly|623312.0|Homes for the Elderly|2012_to_2007_NAICS.xls|2007|2012
1056|623990.0|Other Residential Care Facilities|623990.0|Other Residential Care Facilities|2012_to_2007_NAICS.xls|2007|2012
1057|624110.0|Child and Youth Services|624110.0|Child and Youth Services|2012_to_2007_NAICS.xls|2007|2012
1058|624120.0|Services for the Elderly and Persons with Disabilities|624120.0|Services for the Elderly and Persons with Disabilities|2012_to_2007_NAICS.xls|2007|2012
1059|624190.0|Other Individual and Family Services|624190.0|Other Individual and Family Services|2012_to_2007_NAICS.xls|2007|2012
1060|624210.0|Community Food Services|624210.0|Community Food Services|2012_to_2007_NAICS.xls|2007|2012
1061|624221.0|Temporary Shelters|624221.0|Temporary Shelters|2012_to_2007_NAICS.xls|2007|2012
1062|624229.0|Other Community Housing Services|624229.0|Other Community Housing Services|2012_to_2007_NAICS.xls|2007|2012
1063|624230.0|Emergency and Other Relief Services|624230.0|Emergency and Other Relief Services|2012_to_2007_NAICS.xls|2007|2012
1064|624310.0|Vocational Rehabilitation Services|624310.0|Vocational Rehabilitation Services|2012_to_2007_NAICS.xls|2007|2012
1065|624410.0|Child Day Care Services|624410.0|Child Day Care Services|2012_to_2007_NAICS.xls|2007|2012
1066|711110.0|Theater Companies and Dinner Theaters|711110.0|Theater Companies and Dinner Theaters|2012_to_2007_NAICS.xls|2007|2012
1067|711120.0|Dance Companies|711120.0|Dance Companies|2012_to_2007_NAICS.xls|2007|2012
1068|711130.0|Musical Groups and Artists|711130.0|Musical Groups and Artists|2012_to_2007_NAICS.xls|2007|2012
1069|711190.0|Other Performing Arts Companies|711190.0|Other Performing Arts Companies|2012_to_2007_NAICS.xls|2007|2012
1070|711211.0|Sports Teams and Clubs|711211.0|Sports Teams and Clubs|2012_to_2007_NAICS.xls|2007|2012
1071|711212.0|Racetracks|711212.0|Racetracks|2012_to_2007_NAICS.xls|2007|2012
1072|711219.0|Other Spectator Sports|711219.0|Other Spectator Sports|2012_to_2007_NAICS.xls|2007|2012
1073|711310.0|Promoters of Performing Arts, Sports, and Similar Events with Facilities|711310.0|Promoters of Performing Arts, Sports, and Similar Events with Facilities|2012_to_2007_NAICS.xls|2007|2012
1074|711320.0|Promoters of Performing Arts, Sports, and Similar Events without Facilities|711320.0|Promoters of Performing Arts, Sports, and Similar Events without Facilities|2012_to_2007_NAICS.xls|2007|2012
1075|711410.0|Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures|711410.0|Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures|2012_to_2007_NAICS.xls|2007|2012
1076|711510.0|Independent Artists, Writers, and Performers|711510.0|Independent Artists, Writers, and Performers|2012_to_2007_NAICS.xls|2007|2012
1077|712110.0|Museums|712110.0|Museums|2012_to_2007_NAICS.xls|2007|2012
1078|712120.0|Historical Sites|712120.0|Historical Sites|2012_to_2007_NAICS.xls|2007|2012
1079|712130.0|Zoos and Botanical Gardens|712130.0|Zoos and Botanical Gardens|2012_to_2007_NAICS.xls|2007|2012
1080|712190.0|Nature Parks and Other Similar Institutions|712190.0|Nature Parks and Other Similar Institutions|2012_to_2007_NAICS.xls|2007|2012
1081|713110.0|Amusement and Theme Parks|713110.0|Amusement and Theme Parks|2012_to_2007_NAICS.xls|2007|2012
1082|713120.0|Amusement Arcades|713120.0|Amusement Arcades|2012_to_2007_NAICS.xls|2007|2012
1083|713210.0|Casinos (except Casino Hotels)|713210.0|Casinos (except Casino Hotels)|2012_to_2007_NAICS.xls|2007|2012
1084|713290.0|Other Gambling Industries|713290.0|Other Gambling Industries|2012_to_2007_NAICS.xls|2007|2012
1085|713910.0|Golf Courses and Country Clubs|713910.0|Golf Courses and Country Clubs|2012_to_2007_NAICS.xls|2007|2012
1086|713920.0|Skiing Facilities|713920.0|Skiing Facilities|2012_to_2007_NAICS.xls|2007|2012
1087|713930.0|Marinas|713930.0|Marinas|2012_to_2007_NAICS.xls|2007|2012
1088|713940.0|Fitness and Recreational Sports Centers|713940.0|Fitness and Recreational Sports Centers|2012_to_2007_NAICS.xls|2007|2012
1089|713950.0|Bowling Centers|713950.0|Bowling Centers|2012_to_2007_NAICS.xls|2007|2012
1090|713990.0|All Other Amusement and Recreation Industries|713990.0|All Other Amusement and Recreation Industries|2012_to_2007_NAICS.xls|2007|2012
1091|721110.0|Hotels (except Casino Hotels) and Motels|721110.0|Hotels (except Casino Hotels) and Motels|2012_to_2007_NAICS.xls|2007|2012
1092|721120.0|Casino Hotels|721120.0|Casino Hotels|2012_to_2007_NAICS.xls|2007|2012
1093|721191.0|Bed-and-Breakfast Inns|721191.0|Bed-and-Breakfast Inns|2012_to_2007_NAICS.xls|2007|2012
1094|721199.0|All Other Traveler Accommodation|721199.0|All Other Traveler Accommodation|2012_to_2007_NAICS.xls|2007|2012
1095|721211.0|RV (Recreational Vehicle) Parks and Campgrounds|721211.0|RV (Recreational Vehicle) Parks and Campgrounds|2012_to_2007_NAICS.xls|2007|2012
1096|721214.0|Recreational and Vacation Camps (except Campgrounds)|721214.0|Recreational and Vacation Camps (except Campgrounds)|2012_to_2007_NAICS.xls|2007|2012
1097|721310.0|Rooming and Boarding Houses|721310.0|Rooming and Boarding Houses|2012_to_2007_NAICS.xls|2007|2012
