|2007_naics_code|2007_naics_title|2002_naics_code|"2002_naics_title
and_specific_piece_of_the_2002_industry_that_is_contained_in_the_2007_industry_"|filename|end|start
219|315212.0|Women's Girls', and Infants' Cut and Sew Apparel Contractors|315212.0|Women's, Girls', and Infants' Cut and Sew Apparel Contractors - except embroidery contractors|2007_to_2002_NAICS.xls|2002|2007
220|315221.0|Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing|315221.0|Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing|2007_to_2002_NAICS.xls|2002|2007
221|315222.0|Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing|315222.0|Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing|2007_to_2002_NAICS.xls|2002|2007
222|315223.0|Men's and Boys' Cut and Sew Shirt (except Work Shirt) Manufacturing|315223.0|Men's and Boys' Cut and Sew Shirt (except Work Shirt) Manufacturing|2007_to_2002_NAICS.xls|2002|2007
223|315224.0|Men's and Boys' Cut and Sew Trouser, Slack, and Jean Manufacturing|315224.0|Men's and Boys' Cut and Sew Trouser, Slack, and Jean Manufacturing|2007_to_2002_NAICS.xls|2002|2007
224|315225.0|Men's and Boys' Cut and Sew Work Clothing Manufacturing|315225.0|Men's and Boys' Cut and Sew Work Clothing Manufacturing|2007_to_2002_NAICS.xls|2002|2007
225|315228.0|Men's and Boys' Cut and Sew Other Outerwear Manufacturing|315228.0|Men's and Boys' Cut and Sew Other Outerwear Manufacturing|2007_to_2002_NAICS.xls|2002|2007
226|315231.0|Women's and Girls' Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing|315231.0|Women's and Girls' Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing|2007_to_2002_NAICS.xls|2002|2007
227|315232.0|Women's and Girls' Cut and Sew Blouse and Shirt Manufacturing|315232.0|Women's and Girls' Cut and Sew Blouse and Shirt Manufacturing|2007_to_2002_NAICS.xls|2002|2007
228|315233.0|Women's and Girls' Cut and Sew Dress Manufacturing|315233.0|Women's and Girls' Cut and Sew Dress Manufacturing|2007_to_2002_NAICS.xls|2002|2007
229|315234.0|Women's and Girls' Cut and Sew Suit, Coat, Tailored Jacket, and Skirt Manufacturing|315234.0|Women's and Girls' Cut and Sew Suit, Coat, Tailored Jacket, and Skirt Manufacturing|2007_to_2002_NAICS.xls|2002|2007
230|315239.0|Women's and Girls' Cut and Sew Other Outerwear Manufacturing|315239.0|Women's and Girls' Cut and Sew Other Outerwear Manufacturing|2007_to_2002_NAICS.xls|2002|2007
231|315291.0|Infants' Cut and Sew Apparel Manufacturing|315291.0|Infants' Cut and Sew Apparel Manufacturing|2007_to_2002_NAICS.xls|2002|2007
232|315292.0|Fur and Leather Apparel Manufacturing|315292.0|Fur and Leather Apparel Manufacturing|2007_to_2002_NAICS.xls|2002|2007
233|315299.0|All Other Cut and Sew Apparel Manufacturing|315299.0|All Other Cut and Sew Apparel Manufacturing|2007_to_2002_NAICS.xls|2002|2007
234|315991.0|Hat, Cap, and Millinery Manufacturing|315991.0|Hat, Cap, and Millinery Manufacturing|2007_to_2002_NAICS.xls|2002|2007
235|315992.0|Glove and Mitten Manufacturing|315992.0|Glove and Mitten Manufacturing|2007_to_2002_NAICS.xls|2002|2007
236|315993.0|Men's and Boys' Neckwear Manufacturing|315993.0|Men's and Boys' Neckwear Manufacturing|2007_to_2002_NAICS.xls|2002|2007
237|315999.0|Other Apparel Accessories and Other Apparel Manufacturing|315999.0|Other Apparel Accessories and Other Apparel Manufacturing|2007_to_2002_NAICS.xls|2002|2007
238|316110.0|Leather and Hide Tanning and Finishing|316110.0|Leather and Hide Tanning and Finishing|2007_to_2002_NAICS.xls|2002|2007
239|316211.0|Rubber and Plastics Footwear Manufacturing|316211.0|Rubber and Plastics Footwear Manufacturing|2007_to_2002_NAICS.xls|2002|2007
240|316212.0|House Slipper Manufacturing|316212.0|House Slipper Manufacturing|2007_to_2002_NAICS.xls|2002|2007
241|316213.0|Men's Footwear (except Athletic) Manufacturing|316213.0|Men's Footwear (except Athletic) Manufacturing|2007_to_2002_NAICS.xls|2002|2007
242|316214.0|Women's Footwear (except Athletic) Manufacturing|316214.0|Women's Footwear (except Athletic) Manufacturing|2007_to_2002_NAICS.xls|2002|2007
243|316219.0|Other Footwear Manufacturing|316219.0|Other Footwear Manufacturing|2007_to_2002_NAICS.xls|2002|2007
244|316991.0|Luggage Manufacturing|316991.0|Luggage Manufacturing|2007_to_2002_NAICS.xls|2002|2007
245|316992.0|Women's Handbag and Purse Manufacturing|316992.0|Women's Handbag and Purse Manufacturing|2007_to_2002_NAICS.xls|2002|2007
246|316993.0|Personal Leather Good (except Women's Handbag and Purse) Manufacturing|316993.0|Personal Leather Good (except Women's Handbag and Purse) Manufacturing|2007_to_2002_NAICS.xls|2002|2007
247|316999.0|All Other Leather Good and Allied Product Manufacturing|316999.0|All Other Leather Good Manufacturing|2007_to_2002_NAICS.xls|2002|2007
248|321113.0|Sawmills|321113.0|Sawmills|2007_to_2002_NAICS.xls|2002|2007
249|321114.0|Wood Preservation|321114.0|Wood Preservation|2007_to_2002_NAICS.xls|2002|2007
250|321211.0|Hardwood Veneer and Plywood Manufacturing|321211.0|Hardwood Veneer and Plywood Manufacturing|2007_to_2002_NAICS.xls|2002|2007
251|321212.0|Softwood Veneer and Plywood Manufacturing|321212.0|Softwood Veneer and Plywood Manufacturing|2007_to_2002_NAICS.xls|2002|2007
252|321213.0|Engineered Wood Member (except Truss) Manufacturing|321213.0|Engineered Wood Member (except Truss) Manufacturing|2007_to_2002_NAICS.xls|2002|2007
253|321214.0|Truss Manufacturing|321214.0|Truss Manufacturing|2007_to_2002_NAICS.xls|2002|2007
254|321219.0|Reconstituted Wood Product Manufacturing|321219.0|Reconstituted Wood Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
255|321911.0|Wood Window and Door Manufacturing|321911.0|Wood Window and Door Manufacturing|2007_to_2002_NAICS.xls|2002|2007
256|321912.0|Cut Stock, Resawing Lumber, and Planing|321912.0|Cut Stock, Resawing Lumber, and Planing|2007_to_2002_NAICS.xls|2002|2007
257|321918.0|Other Millwork (including Flooring)|321918.0|Other Millwork (including Flooring)|2007_to_2002_NAICS.xls|2002|2007
258|321920.0|Wood Container and Pallet Manufacturing|321920.0|Wood Container and Pallet Manufacturing|2007_to_2002_NAICS.xls|2002|2007
259|321991.0|Manufactured Home (Mobile Home) Manufacturing|321991.0|Manufactured Home (Mobile Home) Manufacturing|2007_to_2002_NAICS.xls|2002|2007
260|321992.0|Prefabricated Wood Building Manufacturing|321992.0|Prefabricated Wood Building Manufacturing|2007_to_2002_NAICS.xls|2002|2007
261|321999.0|All Other Miscellaneous Wood Product Manufacturing|321999.0|All Other Miscellaneous Wood Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
262|322110.0|Pulp Mills|322110.0|Pulp Mills|2007_to_2002_NAICS.xls|2002|2007
263|322121.0|Paper (except Newsprint) Mills|322121.0|Paper (except Newsprint) Mills|2007_to_2002_NAICS.xls|2002|2007
264|322122.0|Newsprint Mills|322122.0|Newsprint Mills|2007_to_2002_NAICS.xls|2002|2007
265|322130.0|Paperboard Mills|322130.0|Paperboard Mills|2007_to_2002_NAICS.xls|2002|2007
266|322211.0|Corrugated and Solid Fiber Box Manufacturing|322211.0|Corrugated and Solid Fiber Box Manufacturing|2007_to_2002_NAICS.xls|2002|2007
267|322212.0|Folding Paperboard Box Manufacturing|322212.0|Folding Paperboard Box Manufacturing|2007_to_2002_NAICS.xls|2002|2007
268|322213.0|Setup Paperboard Box Manufacturing|322213.0|Setup Paperboard Box Manufacturing|2007_to_2002_NAICS.xls|2002|2007
269|322214.0|Fiber Can, Tube, Drum, and Similar Products Manufacturing|322214.0|Fiber Can, Tube, Drum, and Similar Products Manufacturing|2007_to_2002_NAICS.xls|2002|2007
270|322215.0|Nonfolding Sanitary Food Container Manufacturing|322215.0|Nonfolding Sanitary Food Container Manufacturing|2007_to_2002_NAICS.xls|2002|2007
271|322221.0|Coated and Laminated Packaging Paper Manufacturing|322221.0|Coated and Laminated Packaging Paper and Plastics Film Manufacturing|2007_to_2002_NAICS.xls|2002|2007
272|322222.0|Coated and Laminated Paper Manufacturing|322222.0|Coated and Laminated Paper Manufacturing|2007_to_2002_NAICS.xls|2002|2007
273|322223.0|Coated Paper Bag and Pouch Manufacturing|322223.0|Plastics, Foil, and Coated Paper Bag Manufacturing|2007_to_2002_NAICS.xls|2002|2007
274|322224.0|Uncoated Paper and Multiwall Bag Manufacturing|322224.0|Uncoated Paper and Multiwall Bag Manufacturing|2007_to_2002_NAICS.xls|2002|2007
275|322225.0|Laminated Aluminum Foil Manufacturing for Flexible Packaging Uses|322225.0|Laminated Aluminum Foil Manufacturing for Flexible Packaging Uses|2007_to_2002_NAICS.xls|2002|2007
276|322226.0|Surface-Coated Paperboard Manufacturing|322226.0|Surface-Coated Paperboard Manufacturing|2007_to_2002_NAICS.xls|2002|2007
277|322231.0|Die-Cut Paper and Paperboard Office Supplies Manufacturing|322231.0|Die-Cut Paper and Paperboard Office Supplies Manufacturing|2007_to_2002_NAICS.xls|2002|2007
278|322232.0|Envelope Manufacturing|322232.0|Envelope Manufacturing|2007_to_2002_NAICS.xls|2002|2007
279|322233.0|Stationery, Tablet, and Related Product Manufacturing|322233.0|Stationery, Tablet, and Related Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
280|322291.0|Sanitary Paper Product Manufacturing|322291.0|Sanitary Paper Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
281|322299.0|All Other Converted Paper Product Manufacturing|322299.0|All Other Converted Paper Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
282|323110.0|Commercial Lithographic Printing|323110.0|Commercial Lithographic Printing|2007_to_2002_NAICS.xls|2002|2007
283|323111.0|Commercial Gravure Printing|323111.0|Commercial Gravure Printing|2007_to_2002_NAICS.xls|2002|2007
284|323112.0|Commercial Flexographic Printing|323112.0|Commercial Flexographic Printing|2007_to_2002_NAICS.xls|2002|2007
285|323113.0|Commercial Screen Printing|323113.0|Commercial Screen Printing|2007_to_2002_NAICS.xls|2002|2007
286|323114.0|Quick Printing|323114.0|Quick Printing|2007_to_2002_NAICS.xls|2002|2007
287|323115.0|Digital Printing|323115.0|Digital Printing|2007_to_2002_NAICS.xls|2002|2007
288|323116.0|Manifold Business Forms Printing|323116.0|Manifold Business Forms Printing|2007_to_2002_NAICS.xls|2002|2007
289|323117.0|Books Printing|323117.0|Books Printing|2007_to_2002_NAICS.xls|2002|2007
290|323118.0|Blankbook, Looseleaf Binders, and Devices Manufacturing|323118.0|Blankbook, Looseleaf Binders, and Devices Manufacturing|2007_to_2002_NAICS.xls|2002|2007
291|323119.0|Other Commercial Printing|323119.0|Other Commercial Printing|2007_to_2002_NAICS.xls|2002|2007
292|323121.0|Tradebinding and Related Work|323121.0|Tradebinding and Related Work|2007_to_2002_NAICS.xls|2002|2007
293|323122.0|Prepress Services|323122.0|Prepress Services|2007_to_2002_NAICS.xls|2002|2007
294|324110.0|Petroleum Refineries|324110.0|Petroleum Refineries|2007_to_2002_NAICS.xls|2002|2007
295|324121.0|Asphalt Paving Mixture and Block Manufacturing|324121.0|Asphalt Paving Mixture and Block Manufacturing|2007_to_2002_NAICS.xls|2002|2007
296|324122.0|Asphalt Shingle and Coating Materials Manufacturing|324122.0|Asphalt Shingle and Coating Materials Manufacturing|2007_to_2002_NAICS.xls|2002|2007
297|324191.0|Petroleum Lubricating Oil and Grease Manufacturing|324191.0|Petroleum Lubricating Oil and Grease Manufacturing|2007_to_2002_NAICS.xls|2002|2007
298|324199.0|All Other Petroleum and Coal Products Manufacturing|324199.0|All Other Petroleum and Coal Products Manufacturing|2007_to_2002_NAICS.xls|2002|2007
299|325110.0|Petrochemical Manufacturing|325110.0|Petrochemical Manufacturing|2007_to_2002_NAICS.xls|2002|2007
300|325120.0|Industrial Gas Manufacturing|325120.0|Industrial Gas Manufacturing|2007_to_2002_NAICS.xls|2002|2007
301|325131.0|Inorganic Dye and Pigment Manufacturing|325131.0|Inorganic Dye and Pigment Manufacturing|2007_to_2002_NAICS.xls|2002|2007
302|325132.0|Synthetic Organic Dye and Pigment Manufacturing|325132.0|Synthetic Organic Dye and Pigment Manufacturing|2007_to_2002_NAICS.xls|2002|2007
303|325181.0|Alkalies and Chlorine Manufacturing|325181.0|Alkalies and Chlorine Manufacturing|2007_to_2002_NAICS.xls|2002|2007
304|325182.0|Carbon Black Manufacturing|325182.0|Carbon Black Manufacturing|2007_to_2002_NAICS.xls|2002|2007
305|325188.0|All Other Basic Inorganic Chemical Manufacturing|325188.0|All Other Basic Inorganic Chemical Manufacturing|2007_to_2002_NAICS.xls|2002|2007
306|325191.0|Gum and Wood Chemical Manufacturing|325191.0|Gum and Wood Chemical Manufacturing|2007_to_2002_NAICS.xls|2002|2007
307|325192.0|Cyclic Crude and Intermediate Manufacturing|325192.0|Cyclic Crude and Intermediate Manufacturing|2007_to_2002_NAICS.xls|2002|2007
308|325193.0|Ethyl Alcohol Manufacturing|325193.0|Ethyl Alcohol Manufacturing|2007_to_2002_NAICS.xls|2002|2007
309|325199.0|All Other Basic Organic Chemical Manufacturing|325199.0|All Other Basic Organic Chemical Manufacturing|2007_to_2002_NAICS.xls|2002|2007
310|325211.0|Plastics Material and Resin Manufacturing|325211.0|Plastics Material and Resin Manufacturing|2007_to_2002_NAICS.xls|2002|2007
311|325212.0|Synthetic Rubber Manufacturing|325212.0|Synthetic Rubber Manufacturing|2007_to_2002_NAICS.xls|2002|2007
312|325221.0|Cellulosic Organic Fiber Manufacturing|325221.0|Cellulosic Organic Fiber Manufacturing|2007_to_2002_NAICS.xls|2002|2007
313|325222.0|Noncellulosic Organic Fiber Manufacturing|325222.0|Noncellulosic Organic Fiber Manufacturing|2007_to_2002_NAICS.xls|2002|2007
314|325311.0|Nitrogenous Fertilizer Manufacturing|325311.0|Nitrogenous Fertilizer Manufacturing|2007_to_2002_NAICS.xls|2002|2007
315|325312.0|Phosphatic Fertilizer Manufacturing|325312.0|Phosphatic Fertilizer Manufacturing|2007_to_2002_NAICS.xls|2002|2007
316|325314.0|Fertilizer (Mixing Only) Manufacturing|325314.0|Fertilizer (Mixing Only) Manufacturing|2007_to_2002_NAICS.xls|2002|2007
317|325320.0|Pesticide and Other Agricultural Chemical Manufacturing|325320.0|Pesticide and Other Agricultural Chemical Manufacturing|2007_to_2002_NAICS.xls|2002|2007
318|325411.0|Medicinal and Botanical Manufacturing|325411.0|Medicinal and Botanical Manufacturing|2007_to_2002_NAICS.xls|2002|2007
319|325412.0|Pharmaceutical Preparation Manufacturing|325412.0|Pharmaceutical Preparation Manufacturing|2007_to_2002_NAICS.xls|2002|2007
320|325413.0|In-Vitro Diagnostic Substance Manufacturing|325413.0|In-Vitro Diagnostic Substance Manufacturing|2007_to_2002_NAICS.xls|2002|2007
321|325414.0|Biological Product (except Diagnostic) Manufacturing|325414.0|Biological Product (except Diagnostic) Manufacturing|2007_to_2002_NAICS.xls|2002|2007
322|325510.0|Paint and Coating Manufacturing|325510.0|Paint and Coating Manufacturing|2007_to_2002_NAICS.xls|2002|2007
323|325520.0|Adhesive Manufacturing|325520.0|Adhesive Manufacturing|2007_to_2002_NAICS.xls|2002|2007
324|325611.0|Soap and Other Detergent Manufacturing|325611.0|Soap and Other Detergent Manufacturing|2007_to_2002_NAICS.xls|2002|2007
325|325612.0|Polish and Other Sanitation Good Manufacturing|325612.0|Polish and Other Sanitation Good Manufacturing|2007_to_2002_NAICS.xls|2002|2007
326|325613.0|Surface Active Agent Manufacturing|325613.0|Surface Active Agent Manufacturing|2007_to_2002_NAICS.xls|2002|2007
327|325620.0|Toilet Preparation Manufacturing|325620.0|Toilet Preparation Manufacturing|2007_to_2002_NAICS.xls|2002|2007
328|325910.0|Printing Ink Manufacturing|325910.0|Printing Ink Manufacturing|2007_to_2002_NAICS.xls|2002|2007
329|325920.0|Explosives Manufacturing|325920.0|Explosives Manufacturing|2007_to_2002_NAICS.xls|2002|2007
330|325991.0|Custom Compounding of Purchased Resins|325991.0|Custom Compounding of Purchased Resins|2007_to_2002_NAICS.xls|2002|2007
331|325992.0|Photographic Film, Paper, Plate, and Chemical Manufacturing|325992.0|Photographic Film, Paper, Plate, and Chemical Manufacturing|2007_to_2002_NAICS.xls|2002|2007
332|325998.0|All Other Miscellaneous Chemical Product and Preparation Manufacturing|325998.0|All Other Miscellaneous Chemical Product and Preparation Manufacturing|2007_to_2002_NAICS.xls|2002|2007
333|326111.0|Plastics Bag and Pouch Manufacturing|326111.0|Plastics Bag Manufacturing|2007_to_2002_NAICS.xls|2002|2007
334|326112.0|Plastics Packaging Film and Sheet (including Laminated) Manufacturing|326112.0|Plastics Packaging Film and Sheet (including Laminated) Manufacturing|2007_to_2002_NAICS.xls|2002|2007
335|326113.0|Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing|326113.0|Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing|2007_to_2002_NAICS.xls|2002|2007
336|326121.0|Unlaminated Plastics Profile Shape Manufacturing|326121.0|Unlaminated Plastics Profile Shape Manufacturing|2007_to_2002_NAICS.xls|2002|2007
337|326122.0|Plastics Pipe and Pipe Fitting Manufacturing|326122.0|Plastics Pipe and Pipe Fitting Manufacturing|2007_to_2002_NAICS.xls|2002|2007
338|326130.0|Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing|326130.0|Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing|2007_to_2002_NAICS.xls|2002|2007
339|326140.0|Polystyrene Foam Product Manufacturing|326140.0|Polystyrene Foam Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
340|326150.0|Urethane and Other Foam Product (except Polystyrene) Manufacturing|326150.0|Urethane and Other Foam Product (except Polystyrene) Manufacturing|2007_to_2002_NAICS.xls|2002|2007
341|326160.0|Plastics Bottle Manufacturing|326160.0|Plastics Bottle Manufacturing|2007_to_2002_NAICS.xls|2002|2007
342|326191.0|Plastics Plumbing Fixture Manufacturing|326191.0|Plastics Plumbing Fixture Manufacturing|2007_to_2002_NAICS.xls|2002|2007
343|326192.0|Resilient Floor Covering Manufacturing|326192.0|Resilient Floor Covering Manufacturing|2007_to_2002_NAICS.xls|2002|2007
344|326199.0|All Other Plastics Product Manufacturing|326199.0|All Other Plastics Product Manufacturing - except inflatable plastics boats|2007_to_2002_NAICS.xls|2002|2007
345|326211.0|Tire Manufacturing (except Retreading)|326211.0|Tire Manufacturing (except Retreading)|2007_to_2002_NAICS.xls|2002|2007
346|326212.0|Tire Retreading|326212.0|Tire Retreading|2007_to_2002_NAICS.xls|2002|2007
347|326220.0|Rubber and Plastics Hoses and Belting Manufacturing|326220.0|Rubber and Plastics Hoses and Belting Manufacturing|2007_to_2002_NAICS.xls|2002|2007
348|326291.0|Rubber Product Manufacturing for Mechanical Use|326291.0|Rubber Product Manufacturing for Mechanical Use - except rubber tubing for mechanical use|2007_to_2002_NAICS.xls|2002|2007
349|326299.0|All Other Rubber Product Manufacturing|326291.0|Rubber Product Manufacturing for Mechanical Use - rubber tubing for mechanical use|2007_to_2002_NAICS.xls|2002|2007
350|326299.0|All Other Rubber Product Manufacturing|326299.0|All Other Rubber Product Manufacturing - except inflatable rubber boats|2007_to_2002_NAICS.xls|2002|2007
351|327111.0|Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing|327111.0|Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing|2007_to_2002_NAICS.xls|2002|2007
352|327112.0|Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing|327112.0|Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
353|327113.0|Porcelain Electrical Supply Manufacturing|327113.0|Porcelain Electrical Supply Manufacturing|2007_to_2002_NAICS.xls|2002|2007
354|327121.0|Brick and Structural Clay Tile Manufacturing|327121.0|Brick and Structural Clay Tile Manufacturing|2007_to_2002_NAICS.xls|2002|2007
355|327122.0|Ceramic Wall and Floor Tile Manufacturing|327122.0|Ceramic Wall and Floor Tile Manufacturing|2007_to_2002_NAICS.xls|2002|2007
356|327123.0|Other Structural Clay Product Manufacturing|327123.0|Other Structural Clay Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
357|327124.0|Clay Refractory Manufacturing|327124.0|Clay Refractory Manufacturing|2007_to_2002_NAICS.xls|2002|2007
358|327125.0|Nonclay Refractory Manufacturing|327125.0|Nonclay Refractory Manufacturing|2007_to_2002_NAICS.xls|2002|2007
359|327211.0|Flat Glass Manufacturing|327211.0|Flat Glass Manufacturing|2007_to_2002_NAICS.xls|2002|2007
360|327212.0|Other Pressed and Blown Glass and Glassware Manufacturing|327212.0|Other Pressed and Blown Glass and Glassware Manufacturing|2007_to_2002_NAICS.xls|2002|2007
361|327213.0|Glass Container Manufacturing|327213.0|Glass Container Manufacturing|2007_to_2002_NAICS.xls|2002|2007
362|327215.0|Glass Product Manufacturing Made of Purchased Glass|327215.0|Glass Product Manufacturing Made of Purchased Glass|2007_to_2002_NAICS.xls|2002|2007
363|327310.0|Cement Manufacturing|327310.0|Cement Manufacturing|2007_to_2002_NAICS.xls|2002|2007
364|327320.0|Ready-Mix Concrete Manufacturing|327320.0|Ready-Mix Concrete Manufacturing|2007_to_2002_NAICS.xls|2002|2007
365|327331.0|Concrete Block and Brick Manufacturing|327331.0|Concrete Block and Brick Manufacturing|2007_to_2002_NAICS.xls|2002|2007
366|327332.0|Concrete Pipe Manufacturing|327332.0|Concrete Pipe Manufacturing|2007_to_2002_NAICS.xls|2002|2007
367|327390.0|Other Concrete Product Manufacturing|327390.0|Other Concrete Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
368|327410.0|Lime Manufacturing|327410.0|Lime Manufacturing|2007_to_2002_NAICS.xls|2002|2007
369|327420.0|Gypsum Product Manufacturing|327420.0|Gypsum Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
370|327910.0|Abrasive Product Manufacturing|327910.0|Abrasive Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
371|327991.0|Cut Stone and Stone Product Manufacturing|327991.0|Cut Stone and Stone Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
372|327992.0|Ground or Treated Mineral and Earth Manufacturing|327992.0|Ground or Treated Mineral and Earth Manufacturing|2007_to_2002_NAICS.xls|2002|2007
373|327993.0|Mineral Wool Manufacturing|327993.0|Mineral Wool Manufacturing|2007_to_2002_NAICS.xls|2002|2007
374|327999.0|All Other Miscellaneous Nonmetallic Mineral Product Manufacturing|327999.0|All Other Miscellaneous Nonmetallic Mineral Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
375|331111.0|Iron and Steel Mills|331111.0|Iron and Steel Mills|2007_to_2002_NAICS.xls|2002|2007
376|331112.0|Electrometallurgical Ferroalloy Product Manufacturing|331112.0|Electrometallurgical Ferroalloy Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
377|331210.0|Iron and Steel Pipe and Tube Manufacturing from Purchased Steel|331210.0|Iron and Steel Pipe and Tube Manufacturing from Purchased Steel|2007_to_2002_NAICS.xls|2002|2007
378|331221.0|Rolled Steel Shape Manufacturing|331221.0|Rolled Steel Shape Manufacturing|2007_to_2002_NAICS.xls|2002|2007
379|331222.0|Steel Wire Drawing|331222.0|Steel Wire Drawing|2007_to_2002_NAICS.xls|2002|2007
380|331311.0|Alumina Refining|331311.0|Alumina Refining|2007_to_2002_NAICS.xls|2002|2007
381|331312.0|Primary Aluminum Production|331312.0|Primary Aluminum Production|2007_to_2002_NAICS.xls|2002|2007
382|331314.0|Secondary Smelting and Alloying of Aluminum|331314.0|Secondary Smelting and Alloying of Aluminum|2007_to_2002_NAICS.xls|2002|2007
383|331315.0|Aluminum Sheet, Plate, and Foil Manufacturing|331315.0|Aluminum Sheet, Plate, and Foil Manufacturing|2007_to_2002_NAICS.xls|2002|2007
384|331316.0|Aluminum Extruded Product Manufacturing|331316.0|Aluminum Extruded Product Manufacturing|2007_to_2002_NAICS.xls|2002|2007
385|331319.0|Other Aluminum Rolling and Drawing|331319.0|Other Aluminum Rolling and Drawing|2007_to_2002_NAICS.xls|2002|2007
386|331411.0|Primary Smelting and Refining of Copper|331411.0|Primary Smelting and Refining of Copper|2007_to_2002_NAICS.xls|2002|2007
387|331419.0|Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum)|331419.0|Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum)|2007_to_2002_NAICS.xls|2002|2007
388|331421.0|Copper Rolling, Drawing, and Extruding|331421.0|Copper Rolling, Drawing, and Extruding|2007_to_2002_NAICS.xls|2002|2007
389|331422.0|Copper Wire (except Mechanical) Drawing|331422.0|Copper Wire (except Mechanical) Drawing|2007_to_2002_NAICS.xls|2002|2007
390|331423.0|Secondary Smelting, Refining, and Alloying of Copper|331423.0|Secondary Smelting, Refining, and Alloying of Copper|2007_to_2002_NAICS.xls|2002|2007
391|331491.0|Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding|331491.0|Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding|2007_to_2002_NAICS.xls|2002|2007
392|331492.0|Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)|331492.0|Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)|2007_to_2002_NAICS.xls|2002|2007
393|331511.0|Iron Foundries|331511.0|Iron Foundries|2007_to_2002_NAICS.xls|2002|2007
394|331512.0|Steel Investment Foundries|331512.0|Steel Investment Foundries|2007_to_2002_NAICS.xls|2002|2007
395|331513.0|Steel Foundries (except Investment)|331513.0|Steel Foundries (except Investment)|2007_to_2002_NAICS.xls|2002|2007
396|331521.0|Aluminum Die-Casting Foundries|331521.0|Aluminum Die-Casting Foundries|2007_to_2002_NAICS.xls|2002|2007
397|331522.0|Nonferrous (except Aluminum) Die-Casting Foundries|331522.0|Nonferrous (except Aluminum) Die-Casting Foundries|2007_to_2002_NAICS.xls|2002|2007
398|331524.0|Aluminum Foundries (except Die-Casting)|331524.0|Aluminum Foundries (except Die-Casting)|2007_to_2002_NAICS.xls|2002|2007
399|331525.0|Copper Foundries (except Die-Casting)|331525.0|Copper Foundries (except Die-Casting)|2007_to_2002_NAICS.xls|2002|2007
400|331528.0|Other Nonferrous Foundries (except Die-Casting)|331528.0|Other Nonferrous Foundries (except Die-Casting)|2007_to_2002_NAICS.xls|2002|2007
401|332111.0|Iron and Steel Forging|332111.0|Iron and Steel Forging|2007_to_2002_NAICS.xls|2002|2007
402|332112.0|Nonferrous Forging|332112.0|Nonferrous Forging|2007_to_2002_NAICS.xls|2002|2007
403|332114.0|Custom Roll Forming|332114.0|Custom Roll Forming|2007_to_2002_NAICS.xls|2002|2007
404|332115.0|Crown and Closure Manufacturing|332115.0|Crown and Closure Manufacturing|2007_to_2002_NAICS.xls|2002|2007
405|332116.0|Metal Stamping|332116.0|Metal Stamping|2007_to_2002_NAICS.xls|2002|2007
406|332117.0|Powder Metallurgy Part Manufacturing|332117.0|Powder Metallurgy Part Manufacturing|2007_to_2002_NAICS.xls|2002|2007
407|332211.0|Cutlery and Flatware (except Precious) Manufacturing|332211.0|Cutlery and Flatware (except Precious) Manufacturing|2007_to_2002_NAICS.xls|2002|2007
408|332212.0|Hand and Edge Tool Manufacturing|332212.0|Hand and Edge Tool Manufacturing|2007_to_2002_NAICS.xls|2002|2007
409|332213.0|Saw Blade and Handsaw Manufacturing|332213.0|Saw Blade and Handsaw Manufacturing|2007_to_2002_NAICS.xls|2002|2007
